id,ano,dept,municipio,Modalidad,presuntoRes,desPresuntoRes,num
4986,1991,Putumayo,MOCOA,Falso Positivo,Agente del Estado,Ej�rcito Nacional - Polic�a Nacional,7
11364,1997,Magdalena,CI�NAGA,Ret�n,Guerrilla,ELN,4
12727,1998,Putumayo,SAN MIGUEL,Falso Positivo,Agente del Estado,Ej�rcito Nacional,6
18840,2002,La Guajira,MAICAO,Falso Positivo,Agente del Estado - Grupo Paramilitar,,4
48084,2003,Antioquia,MEDELL?N,Sicariato,Grupo Paramilitar,No Identificado,4
50556,1994,Antioquia,MEDELL?N,Retenci�n/Ejecuci�n,Grupo Paramilitar,No Identificado,4
51724,1999,Antioquia,ABEJORRAL,Retenci�n/Ejecuci�n,Grupo Paramilitar,No Identificado,4
52040,2000,Antioquia,AMAG?,Ruta,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,6
53273,1996,Antioquia,APARTAD?,Ruta,Grupo Paramilitar,No Identificado,4
55333,2003,Antioquia,ARGELIA,Falso Positivo,Agente del Estado - Grupo Paramilitar,,4
55965,1993,Antioquia,BELLO,Desconocida,Grupo Paramilitar,No Identificado,4
56759,1993,Antioquia,BELLO,Ataque Indiscriminado,Grupo Armado No Identificado,No aplica,4
57190,1986,Antioquia,CIUDAD Bolívar,Retenci�n/Ejecuci�n,Grupo Paramilitar,No Identificado,7
58548,1993,Antioquia,CAREPA,Retenci�n/Ejecuci�n,Guerrilla,Disidencia EPL,5
60353,1996,Antioquia,CHIGOROD?,Asalto,Grupo Paramilitar,No Identificado,6
60935,1994,Antioquia,COCORN?,Asalto,Grupo Paramilitar,Autodefensas Campesinas del Magdalena Medio,4
61426,1997,Antioquia,DABEIBA,Retenci�n/Ejecuci�n,Grupo Paramilitar,No Identificado,6
61750,1997,Antioquia,DABEIBA,Asalto,Grupo Paramilitar,No Identificado,4
62849,2003,Antioquia,G?MEZ PLATA,Asalto,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,7
66184,1997,Antioquia,MUTAT?,Ruta,Grupo Paramilitar,No Identificado,7
70159,1994,Antioquia,SAN LUIS,Ret�n,Guerrilla,No Identificada,4
70307,1993,Antioquia,SAN LUIS,Ruta,Grupo Paramilitar,Autodefensas Campesinas del Magdalena Medio,4
70575,1993,Antioquia,SAN PEDRO DE URAB?,Asalto,Grupo Paramilitar,No Identificado,4
71135,1996,Antioquia,SAN ROQUE,Ruta,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,6
71489,1997,Antioquia,SANTA ROSA DE OSOS,Retenci�n/Ejecuci�n,Grupo Paramilitar,No Identificado,4
71695,2001,Antioquia,SANTO DOMINGO,Retenci�n/Ejecuci�n,Grupo Paramilitar,No Identificado,4
73440,1997,Antioquia,TARAZ?,Sicariato,Guerrilla,FARC,5
74215,1993,Antioquia,TURBO,Asalto,Guerrilla,FARC,4
75117,1996,Antioquia,TURBO,Retenci�n/Ejecuci�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,6
75119,1996,Antioquia,TURBO,Asalto,Grupo Armado No Identificado,No aplica,4
75907,1996,Antioquia,VALDIVIA,Retenci�n/Ejecuci�n,Grupo Paramilitar,No Identificado,5
76628,1998,Antioquia,ANGOSTURA,Retenci�n/Ejecuci�n,Grupo Paramilitar,No Identificado,4
78037,2003,Atlántico,MALAMBO,Sicariato,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
78639,1985,"Bogotá D.C.","Bogotá D.C.",Sicariato,Agente del Estado,Ej�rcito Nacional,4
80065,1996,Bolívar,CALAMAR,Retenci�n/Ejecuci�n,Grupo Paramilitar,No Identificado,5
80572,1998,Bolívar,EL CARMEN DE Bolívar,Ataque Indiscriminado,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
81882,1998,Bolívar,ACH?,Ruta,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
83664,2000,Caldas,LA DORADA,Desconocida,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,5
83932,2001,Caldas,LA DORADA,Asalto,Grupo Paramilitar,Autodefensas Campesinas del Magdalena Medio,5
86613,1998,Caquetá,CURILLO,Ret�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
87114,1998,Caquetá,EL PAUJ?L,Desconocida,Grupo Paramilitar,No Identificado,5
87298,1998,Caquetá,LA MONTA�ITA,Sicariato,Grupo Armado No Identificado,No Aplica,5
87942,2002,Caquetá,SAN JOS� DEL FRAGUA,Retenci�n/Ejecuci�n,Grupo Paramilitar,No Identificado,6
87974,2005,Caquetá,SAN JOS� DEL FRAGUA,Desconocida,Grupo Paramilitar,No Identificado,4
89395,1984,Cauca,CALOTO,Asalto,Agente del Estado,Polic�a Nacional,10
92598,2003,La Guajira,MAICAO,Ataque Indiscriminado,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
92665,2005,Cesar,VALLEDUPAR,Asalto,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
92990,1996,Cesar,AGUACHICA,Asalto,Grupo Paramilitar,Autodefensas Campesinas del Sur del Cesar,6
93386,1993,Cesar,AGUACHICA,Retenci�n/Ejecuci�n,Grupo Paramilitar,No Identificado,5
93410,1992,Cesar,AGUACHICA,Retenci�n/Ejecuci�n,Grupo Paramilitar,No Identificado,4
95261,1996,Cesar,BOSCONIA,Retenci�n/Ejecuci�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,5
95566,1998,Cesar,LA JAGUA DE IBIRICO,Reuni�n P�blica,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
96825,2002,Cesar,SAN DIEGO,Retenci�n/Ejecuci�n,Guerrilla,FARC,4
98130,2002,Córdoba,MONTEL?BANO,Retenci�n/Ejecuci�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
99901,1988,Cundinamarca,EL PE�?N,Retenci�n/Ejecuci�n,Guerrilla,FARC,5
100649,1998,Cundinamarca,PARATEBUENO,Ruta,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,5
102446,2007,Chocó,ISTMINA,Enga�o,Grupo Posdesmovilización,Los Rastrojos,4
105517,2005,La Guajira,MAICAO,Asalto,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
105564,2000,La Guajira,MAICAO,Sicariato,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
105630,2002,La Guajira,MAICAO,Sicariato,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
105646,2002,La Guajira,MAICAO,Retenci�n/Ejecuci�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
106422,1988,Magdalena,SANTA MARTA,Ruta,Grupo Paramilitar,Otro,5
107728,2002,Magdalena,SANTA MARTA,Asalto,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
108305,1988,Magdalena,CI�NAGA,Ruta,Grupo Paramilitar,Otro,5
109656,1995,Magdalena,EL RET�N,Asalto,Grupo Paramilitar,No Identificado,4
110073,1993,Magdalena,ARACATACA,Retenci�n/Ejecuci�n,Grupo Paramilitar,Otro,5
110860,1997,Magdalena,SANTA ANA,Desconocida,Grupo Paramilitar,No Identificado,4
111718,2002,Meta,VILLAVICENCIO,Sicariato,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,5
114972,1988,Meta,VISTAHERMOSA,Interceptaci�n,Guerrilla,No Identificada,4
116780,2000,Nariño,SAN ANDR�S DE TUMACO,Ataque Indiscriminado,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
117105,2002,Norte de Santander,C?CUTA,Sicariato,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
117745,2002,Norte de Santander,C?CUTA,Ruta,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
118230,1999,Norte de Santander,C?CUTA,Ataque Indiscriminado,Grupo Paramilitar,No Identificado,5
122674,2005,Risaralda,PEREIRA,Desconocida,Desconocido,No aplica,4
124357,2002,Santander,BUCARAMANGA,Enga�o,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
124761,1998,Santander,BARRANCABERMEJA,Asalto,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
124971,1996,Santander,BARRANCABERMEJA,Sicariato,Grupo Armado No Identificado,Presencia GAO sin Atribuci�n,4
125942,2000,Santander,BARRANCABERMEJA,Asalto,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
126828,1982,Santander,CIMITARRA,Desconocida,Grupo Paramilitar,Muerte a Secuestradores (MAS),7
128227,2000,Santander,PUERTO WILCHES,Ruta,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
128631,2000,Santander,SABANA DE TORRES,Ruta,Grupo Paramilitar,No Identificado,5
129995,2003,Sucre,GALERAS,Asalto,Grupo Armado No Dirimido,,4
130239,1998,Sucre,OVEJAS,Ruta,Grupo Paramilitar,No Identificado,4
130742,1996,Sucre,TOL? VIEJO,Incursi�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,12
131982,2003,Tolima,FRESNO,Retenci�n/Ejecuci�n,Grupo Paramilitar,Autodefensas Campesinas del Magdalena Medio,5
133638,1995,Tolima,VILLAHERMOSA,Ataque Indiscriminado,Grupo Paramilitar,No Identificado,4
134262,1995,Valle del Cauca,CALI,Asalto,Grupo Armado No Identificado,No aplica,4
135113,2003,Valle del Cauca,BUENAVENTURA,Asalto,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
136809,2002,Valle del Cauca,FLORIDA,Ruta,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
137299,2002,Valle del Cauca,PALMIRA,Sicariato,Grupo Paramilitar,No Identificado,4
138992,1990,Arauca,CRAVO NORTE,Asalto,Guerrilla,ELN,4
139567,1997,Arauca,SARAVENA,Sicariato,Guerrilla,FARC/ELN,4
139942,2007,Arauca,TAME,Retenci�n/Ejecuci�n,Grupo Armado No Identificado,No aplica,5
142351,1996,Putumayo,PUERTO AS?S,Ruta,Guerrilla,No Identificada,4
146874,1990,Antioquia,MEDELL?N,Resistencia a la Retenci�n,Guerrilla,No Identificada,4
147289,1997,Antioquia,MEDELL?N,Ruta,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
147789,1992,Antioquia,APARTAD?,Desconocida,Grupo Paramilitar,No Identificado,7
148318,1997,Antioquia,APARTAD?,Desconocida,Grupo Paramilitar,No Identificado,6
149731,1993,Antioquia,CA�ASGORDAS,Enga�o,Grupo Armado No Dirimido,,4
150107,1996,Antioquia,CaucaSIA,Retenci�n/Ejecuci�n,Grupo Paramilitar,Bloque Central Bol�var,4
152261,2000,Antioquia,MONTEBELLO,Falso Positivo,Agente del Estado - Grupo Paramilitar,,4
156825,1995,Bolívar,CARTAGENA DE INDIAS,Ruta,Grupo Armado No Identificado,No aplica,6
157270,1994,Bolívar,EL CARMEN DE Bolívar,Ruta,Grupo Armado No Identificado,No aplica,4
157579,1996,Bolívar,SAN JACINTO,Desconocida,Grupo Paramilitar,Autodefensas Campesinas de C�rdoba y Urab� (ACCU),7
157739,1998,Bolívar,SAN PABLO,Ruta,Grupo Paramilitar,Bloque Central Bol�var,5
157847,1999,Bolívar,SIMIT?,Asalto,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,5
158895,2002,Caquetá,LA MONTA�ITA,Retenci�n/Ejecuci�n,Guerrilla,FARC,4
160518,1999,Cesar,VALLEDUPAR,Retenci�n/Ejecuci�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,5
161485,1996,Cesar,LA GLORIA,Desconocida,Grupo Armado No Identificado,No aplica,4
162360,1989,Córdoba,PUERTO LIBERTADOR,Falso Positivo,Agente del Estado,Ej�rcito Nacional,4
162668,1991,Córdoba,VALENCIA,Retenci�n/Ejecuci�n,Grupo Paramilitar,No Identificado,4
163072,1986,Cundinamarca,YACOP?,Ruta,Guerrilla,FARC,4
164085,2000,La Guajira,DIBULLA,Ruta,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
164509,2006,La Guajira,SAN JUAN DEL Cesar,Falso Positivo,Agente del Estado,Ej�rcito Nacional,4
165472,1994,Magdalena,CI�NAGA,Retenci�n/Ejecuci�n,Guerrilla,No Identificada,7
170331,1998,Santander,BARRANCABERMEJA,Ataque Indiscriminado,Grupo Armado No Identificado,No aplica,6
172143,1995,Sucre,SAN MARCOS,Interceptaci�n,Grupo Paramilitar,No Identificado,5
172225,1997,Sucre,SAN ONOFRE,Ruta,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
172612,2000,Tolima,ATACO,Desconocida,Guerrilla,FARC,4
174815,2009,Arauca,SARAVENA,Retenci�n/Ejecuci�n,Guerrilla,ELN,5
177031,1996,Cesar,VALLEDUPAR,Ruta,Grupo Paramilitar,Autodefensas Campesinas de C�rdoba y Urab� (ACCU),7
177169,2001,Tolima,NATAGAIMA,Incursi�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,10
177229,2001,Santander,FLORI?N,Citaci�n,Grupo Paramilitar,Autodefensas Campesinas del Magdalena Medio,4
179433,2001,Nariño,SAN ANDR�S DE TUMACO,Ruta,Grupo Paramilitar,Bloque Central Bol�var,6
181197,1999,Antioquia,SANTO DOMINGO,Ruta,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
181342,2000,Antioquia,YOND?,Incursi�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,5
181507,2005,Bolívar,MONTECRISTO,Ruta,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,7
182209,2001,Córdoba,MONTER?A,Asalto,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,7
183853,2003,Bolívar,EL CARMEN DE Bolívar,Ruta,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
184027,2002,Caldas,PALESTINA,Retenci�n/Ejecuci�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
184609,1988,Meta,PUERTO L?PEZ,Retenci�n/Ejecuci�n,Grupo Armado No Identificado,No aplica,4
184670,2002,Norte de Santander,TIB?,Desconocida,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,5
185200,2001,Cesar,CHIRIGUAN?,Ruta,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
205443,2006,Caquetá,CURILLO,Asalto,Grupo Armado No Identificado,No Aplica,8
208520,2004,Casanare,YOPAL,Desconocida,Grupo Armado No Identificado,No Aplica,4
210267,2000,Antioquia,SAN CARLOS,Asalto,Grupo Paramilitar,No Identificado,4
218398,1989,Cesar,AGUACHICA,Retenci�n/Ejecuci�n,Grupo Armado No Identificado,No aplica,4
223435,1992,Caldas,RIOSUCIO,Retenci�n/Ejecuci�n,Grupo Armado No Dirimido,,4
224424,1993,Cesar,AGUACHICA,Desconocida,Grupo Armado No Identificado,Presencia GAO sin Atribuci�n,4
227790,1995,Antioquia,ANZ?,Interceptaci�n,Grupo Paramilitar,No Identificado,5
229638,1996,Cesar,ASTREA,Ruta,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
231678,1996,Cesar,AGUACHICA,Retenci�n/Ejecuci�n,Grupo Paramilitar,No Identificado,4
232758,1997,Antioquia,NECOCL?,Retenci�n/Ejecuci�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,8
237259,1998,Santander,BARRANCABERMEJA,Retenci�n/Ejecuci�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
238207,1998,Antioquia,SAN CARLOS,Incursi�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,13
238244,1998,Bolívar,SAN PABLO,Ret�n,Grupo Paramilitar,No Identificado,4
252594,2001,Santander,BARRANCABERMEJA,Retenci�n/Ejecuci�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,5
270385,2004,Arauca,CRAVO NORTE,Incursi�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,12
288320,1985,Cauca,SILVIA,Retenci�n/Ejecuci�n,Guerrilla,Quint�n Lame,6
288321,1988,Cauca,CALDONO,Retenci�n/Ejecuci�n,Guerrilla,Quint�n Lame,6
288322,1996,Cauca,SIN INFORMACION,Desconocida,Grupo Posdesmovilización,,4
288323,1996,Santander,SABANA DE TORRES,Desconocida,Grupo Paramilitar,No Identificado,4
288325,0,Cesar,BECERRIL,Retenci�n/Ejecuci�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
288326,0,Cesar,BECERRIL,Ret�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,5
288327,0,Cauca,SAN SEBASTI?N,Desconocida,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,5
288328,0,Caldas,LA DORADA,Desconocida,Grupo Paramilitar,Autodefensas Campesinas del Magdalena Medio,4
288329,0,Arauca,Arauca,Desconocida,Guerrilla,ELN,4
288330,0,Magdalena,SANTA MARTA,Retenci�n/Ejecuci�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,10
288331,0,Norte de Santander,TIB?,Desconocida,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,5
288332,0,Norte de Santander,TIB?,Enga�o,Grupo Paramilitar,No Identificado,4
288334,0,Antioquia,GUADALUPE,Retenci�n/Ejecuci�n,Grupo Paramilitar,No Identificado,5
288336,0,Cesar,VALLEDUPAR,Retenci�n/Ejecuci�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
288337,0,Caldas,SAMAN?,Retenci�n/Ejecuci�n,Grupo Paramilitar,Autodefensas Campesinas del Magdalena Medio,6
288339,0,Bolívar,CLEMENCIA,Desconocida,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,5
288340,0,Cesar,AGUACHICA,Incursi�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,4
288342,0,SIN INFORMACION,SIN INFORMACION,Desconocida,Bandolerismo,,18
288343,0,Magdalena,ZONA BANANERA,Desconocida,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,8
288345,0,Tolima,ATACO,Desconocida,Guerrilla,No Identificada,4
288347,0,Tolima,L�RIDA,Interceptaci�n,Desconocido,No aplica,5
288349,1958,Valle del Cauca,EL DOVIO,Desconocida,Bandolerismo,No identificado,13
288350,1958,Valle del Cauca,CAICEDONIA,Desconocida,Bandolerismo,No identificado,4
288351,1958,Valle del Cauca,SEVILLA,Desconocida,Bandolerismo,No identificado,5
288352,1958,Valle del Cauca,SEVILLA,Asalto,Bandolerismo,No identificado,4
288353,1958,Tolima,NATAGAIMA,Incursi�n,Bandolerismo,No identificado,10
288354,1958,Tolima,FALAN,Asalto,Bandolerismo,No identificado,4
288355,1958,Valle del Cauca,SEVILLA,Desconocida,Bandolerismo,No identificado,6
288356,1958,Cauca,CORINTO,Desconocida,Bandolerismo,No identificado,6
288357,1958,Tolima,PURIFICACI?N,Ruta,Bandolerismo,No identificado,14
288358,1958,Tolima,CUNDAY,Desconocida,Bandolerismo,No identificado,4
288359,1958,QUINDIO,CALARC?,Desconocida,Bandolerismo,No identificado,15
288360,1958,Tolima,ALPUJARRA,Desconocida,Bandolerismo,No identificado,5
288361,1958,Antioquia,PUERTO NARE,Desconocida,Bandolerismo,No identificado,5
288362,1959,Valle del Cauca,TULU?,Desconocida,Bandolerismo,No identificado,4
288363,1959,Valle del Cauca,SEVILLA,Ruta,Bandolerismo,Bandolerismo Conservador,14
288364,1959,Huila,ACEVEDO,Asalto,Grupo Armado No Identificado,Presencia GAO sin Atribuci�n,4
288365,1959,Antioquia,AMALFI,Desconocida,Bandolerismo,No identificado,6
288366,1959,Antioquia,REMEDIOS,Desconocida,Bandolerismo,No identificado,4
288367,1959,QUINDIO,CALARC?,Asalto,Bandolerismo,No identificado,6
288368,1959,Cauca,Santander DE QUILICHAO,Desconocida,Bandolerismo,No identificado,6
288369,1959,QUINDIO,LA TEBAIDA,Asalto,Bandolerismo,No identificado,4
288370,1959,QUINDIO,Córdoba,Retenci�n/Ejecuci�n,Bandolerismo,Bandolerismo Liberal,4
288371,1959,Antioquia,PUERTO BERR?O,Ruta,Bandolerismo,Bandolerismo Conservador,14
288372,1959,Tolima,CAJAMARCA,Ruta,Bandolerismo,No identificado,10
288373,1959,Antioquia,PUERTO NARE,Asalto,Bandolerismo,No identificado,5
288374,1959,Tolima,ROVIRA,Desconocida,Bandolerismo,No identificado,25
288375,1959,Antioquia,PUERTO BERR?O,Desconocida,Bandolerismo,No identificado,6
288376,1959,Cauca,ARGELIA,Desconocida,Bandolerismo,No identificado,4
288377,1959,Magdalena,SIN INFORMACION,Asalto,Bandolerismo,Bandolerismo Liberal,4
288378,1959,Tolima,SANTA ISABEL,Asalto,Bandolerismo,No identificado,5
288379,1959,Tolima,VENADILLO,Ruta,Bandolerismo,No identificado,15
288380,1959,Santander,EL PLAY?N,Asalto,Bandolerismo,Otro,7
288381,1959,QUINDIO,CIRCASIA,Retenci�n/Ejecuci�n,Bandolerismo,No identificado,7
288382,1959,Tolima,COYAIMA,Desconocida,Bandolerismo,No identificado,4
288383,1960,Valle del Cauca,TULU?,Asalto,Bandolerismo,No identificado,6
288384,1960,Tolima,ATACO,Asalto,Bandolerismo,No identificado,7
288385,1960,Santander,V�LEZ,Desconocida,Bandolerismo,No identificado,11
288386,1960,Antioquia,OLAYA,Desconocida,Bandolerismo,No identificado,4
288387,1960,Antioquia,GIRALDO,Asalto,Bandolerismo,No identificado,4
288388,1960,Antioquia,GIRALDO,Desconocida,Bandolerismo,No identificado,4
288389,1960,Risaralda,BALBOA,Desconocida,Bandolerismo,No identificado,4
288390,1960,Valle del Cauca,ZARZAL,Asalto,Bandolerismo,No identificado,12
288391,1960,Tolima,FRESNO,Desconocida,Grupo Armado No Identificado,Presencia GAO sin Atribuci�n,4
288392,1960,Risaralda,SANTUARIO,Desconocida,Desconocido,No aplica,7
288393,1960,Risaralda,SANTUARIO,Desconocida,Bandolerismo,No identificado,6
288394,1960,Tolima,ORTEGA,Desconocida,Bandolerismo,No identificado,4
288395,1960,Huila,PALERMO,Asalto,Bandolerismo,No identificado,5
288396,1960,Huila,PALERMO,Desconocida,Bandolerismo,No identificado,6
288397,1960,Valle del Cauca,TULU?,Asalto,Bandolerismo,No identificado,6
288398,1960,Antioquia,CA�ASGORDAS,Ruta,Bandolerismo,No identificado,5
288399,1960,Valle del Cauca,EL CERRITO,Retenci�n/Ejecuci�n,Bandolerismo,No identificado,11
288400,1960,Caldas,VICTORIA,Desconocida,Bandolerismo,No identificado,5
288401,1960,Tolima,VALLE DE SAN JUAN,Interceptaci�n,Bandolerismo,No identificado,6
288402,1960,Tolima,IBAGU�,Ret�n,Bandolerismo,No identificado,8
288403,1960,Valle del Cauca,ALCAL?,Interceptaci�n,Bandolerismo,No identificado,4
288404,1960,Meta,GRANADA,Desconocida,Bandolerismo,Bandolerismo Liberal,12
288405,1960,Risaralda,LA CELIA,Desconocida,Bandolerismo,No identificado,4
288406,1960,Valle del Cauca,OBANDO,Asalto,Bandolerismo,No identificado,5
288407,1960,Meta,SAN JUAN DE ARAMA,Desconocida,Guerrilla,Guerrilla Comunista,6
288408,1960,Santander,PUENTE NACIONAL,Asalto,Bandolerismo,No identificado,8
288409,1960,Santander,V�LEZ,Retenci�n/Ejecuci�n,Bandolerismo,No identificado,4
288410,1960,Antioquia,SALGAR,Desconocida,Bandolerismo,Otro,5
288411,1961,Cundinamarca,SIN INFORMACION,Asalto,Bandolerismo,No identificado,4
288413,1961,Tolima,ANZO?TEGUI,Desconocida,Bandolerismo,No identificado,4
288414,1961,Antioquia,SEGOVIA,Desconocida,Bandolerismo,No identificado,12
288415,1961,Antioquia,SIN INFORMACION,Asalto,Grupo Armado No Identificado,No aplica,8
288416,1961,Risaralda,SANTUARIO,Asalto,Bandolerismo,No identificado,4
288417,1961,Tolima,IBAGU�,Desconocida,Bandolerismo,No identificado,6
288418,1961,Cundinamarca,PUL?,Asalto,Bandolerismo,Bandolerismo Revolucionario,7
288419,1961,Antioquia,MEDELL?N,Asalto,Bandolerismo,No identificado,4
288420,1961,Tolima,VENADILLO,Retenci�n/Ejecuci�n,Bandolerismo,No identificado,12
288421,1961,Tolima,VENADILLO,Asalto,Bandolerismo,Bandolerismo Revolucionario,20
288422,1961,QUINDIO,PIJAO,Asalto,Bandolerismo,No identificado,11
288423,1961,QUINDIO,PIJAO,Sicariato,Bandolerismo,No identificado,8
288424,1961,Valle del Cauca,CAICEDONIA,Desconocida,Bandolerismo,No identificado,5
288425,1961,QUINDIO,CALARC?,Desconocida,Bandolerismo,No identificado,7
288426,1961,Valle del Cauca,TULU?,Asalto,Bandolerismo,No identificado,4
288427,1961,Risaralda,SANTUARIO,Desconocida,Bandolerismo,No identificado,6
288429,1961,Santander,PUENTE NACIONAL,Desconocida,Bandolerismo,Bandolerismo Liberal,5
288430,1961,QUINDIO,G�NOVA,Desconocida,Bandolerismo,Bandolerismo Liberal,10
288431,1961,Tolima,SIN INFORMACION,Desconocida,Bandolerismo,No identificado,4
288432,1961,Huila,TESALIA,Asalto,Bandolerismo,No identificado,8
288433,1961,Valle del Cauca,SEVILLA,Asalto,Bandolerismo,No identificado,9
288434,1961,Tolima,VENADILLO,Asalto,Bandolerismo,Bandolerismo Revolucionario,4
288436,1961,Valle del Cauca,ULLOA,Asalto,Bandolerismo,No identificado,8
288437,1961,Tolima,VENADILLO,Desconocida,Bandolerismo,Bandolerismo Revolucionario,6
288438,1961,Tolima,L?BANO,Asalto,Bandolerismo,Bandolerismo Revolucionario,6
288439,1961,Tolima,L?BANO,Desconocida,Bandolerismo,Bandolerismo Revolucionario,6
288440,1962,Antioquia,EB�JICO,Desconocida,Bandolerismo,No Identificado,4
288441,1962,Antioquia,SIN INFORMACION,Desconocida,Bandolerismo,No Identificado,5
288442,1962,SIN INFORMACION,SIN INFORMACION,Desconocida,Bandolerismo,No Identificado,5
288443,1962,QUINDIO,QUIMBAYA,Asalto,Bandolerismo,Bandolerismo Liberal,7
288446,1962,Nariño,EL TAMBO,Desconocida,Bandolerismo,No Identificado,4
288447,1962,Valle del Cauca,SEVILLA,Asalto,Grupo Armado No Identificado,No aplica,6
288449,1962,Valle del Cauca,SEVILLA,Interceptaci�n,Bandolerismo,No Identificado,6
288451,1962,Tolima,IBAGU�,Interceptaci�n,Bandolerismo,Bandolerismo Revolucionario,13
288452,1962,Tolima,IBAGU�,Interceptaci�n,Bandolerismo,Bandolerismo Revolucionario,13
288453,1962,Tolima,ANZO?TEGUI,Interceptaci�n,Bandolerismo,Bandolerismo Revolucionario,15
288455,1962,QUINDIO,CALARC?,Interceptaci�n,Bandolerismo,No Identificado,6
288456,1962,Valle del Cauca,SEVILLA,Interceptaci�n,Bandolerismo,Otro,4
288458,1962,Valle del Cauca,CAICEDONIA,Asalto,Bandolerismo,No Identificado,6
288460,1962,Boyacá,MUZO,Interceptaci�n,Bandolerismo,Bandolerismo Liberal,5
288462,1962,Valle del Cauca,BUGALAGRANDE,Interceptaci�n,Bandolerismo,Bandolerismo Liberal,12
288463,1962,Caldas,SIN INFORMACION,Asalto,Bandolerismo,No Identificado,6
288465,1962,QUINDIO,G�NOVA,Asalto,Bandolerismo,No Identificado,4
288466,1962,Valle del Cauca,SEVILLA,Ruta,Agente del Estado,Polic�a Nacional,6
288467,1962,Valle del Cauca,TULU?,Asalto,Bandolerismo,No Identificado,7
288468,1962,QUINDIO,CALARC?,Desconocida,Bandolerismo,Bandolerismo Revolucionario,6
288469,1962,QUINDIO,CALARC?,Sicariato,Bandolerismo,Bandolerismo Liberal,7
288470,1962,Huila,NEIVA,Desconocida,Guerrilla,Guerrilla Comunista,5
288471,1962,Huila,NEIVA,Desconocida,Guerrilla,Guerrilla Comunista,5
288472,1962,Risaralda,LA VIRGINIA,Asalto,Bandolerismo,No Identificado,9
288473,1962,Valle del Cauca,BUGALAGRANDE,Interceptaci�n,Bandolerismo,Bandolerismo Liberal,7
