IdCaso,IdCasoRelacionado,DIAH,MESH,ANNOH,COD_DANE_MUN,REGION,DEPTO_CASO,MUNINICIO_CASO,Modalidad,TipoArmas,PRESUNTO_REPONSABLE1,DESCRIPCION_PRESUNTO_RESPONSABLE1,AbandonoDespojoForzadoTierras,AmenazaIntimidacion,AtaqueContraMisionMedica,ConfinamientoRestriccionMovilidad,DesplazamientoForzado,Extorsion,LesionadosCiviles,Pillaje,Tortura,ViolenciaBasadaGenero,OtroHechoSimultaneo,NumeroVictimasCaso,Estado
368634,,19,11,2003,20710,MAGDALENA MEDIO,CESAR,SAN ALBERTO,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
368635,,20,11,2003,13657,MONTES DE MARIA,BOL?VAR,SAN JUAN NEPOMUCENO,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368636,,20,11,2003,5425,NORDESTE ANTIOQUE•O,ANTIOQUIA,MACEO,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368637,,20,11,2003,68406,PROVINCIA DE SOTO,SANTANDER,LEBRIJA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368638,,20,11,2003,86865,BAJO PUTUMAYO,PUTUMAYO,VALLE DEL GUAMUEZ,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
368639,,20,11,2003,5313,ORIENTE ANTIOQUE•O,ANTIOQUIA,GRANADA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
368640,,20,11,2003,47980,SIERRA NEVADA DE SANTA MARTA,MAGDALENA,ZONA BANANERA,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
368641,,20,11,2003,54670,CATATUMBO,NORTE DE SANTANDER,SAN CALIXTO,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368643,,21,11,2003,18610,FLORENCIA Y AREA DE INFLUENCIA,CAQUET?,SAN JOSê DEL FRAGUA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368644,,21,11,2003,18610,FLORENCIA Y AREA DE INFLUENCIA,CAQUET?,SAN JOSê DEL FRAGUA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
368645,,23,11,2003,13894,MONTES DE MARIA,BOL?VAR,ZAMBRANO,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368646,,23,11,2003,73678,SUR DEL TOLIMA,TOLIMA,SAN LUIS,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368647,,23,11,2003,13442,MONTES DE MARIA,BOL?VAR,MAR?A LA BAJA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368648,,23,11,2003,47030,SIERRA NEVADA DE SANTA MARTA,MAGDALENA,ALGARROBO,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368649,CR022087,23,11,2003,50573,ALTILLANURA,META,PUERTO L?PEZ,Retenci¢n/Ejecuci¢n,Arma Corto Punzante,Grupo Paramilitar,Autodefensas Campesinas de Meta y Vichada,0,0,0,0,0,0,0,0,1,,,1,Publicado
368650,,24,11,2003,5480,URABA,ANTIOQUIA,MUTAT?,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368651,,24,11,2003,5055,ORIENTE ANTIOQUE•O,ANTIOQUIA,ARGELIA,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
368652,,24,11,2003,54800,CATATUMBO,NORTE DE SANTANDER,TEORAMA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368653,,24,11,2003,68081,MAGDALENA MEDIO,SANTANDER,BARRANCABERMEJA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368654,,24,11,2003,68081,MAGDALENA MEDIO,SANTANDER,BARRANCABERMEJA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368655,,24,11,2003,68081,MAGDALENA MEDIO,SANTANDER,BARRANCABERMEJA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368656,,25,11,2003,66687,EJE CAFETERO,RISARALDA,SANTUARIO,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368657,,25,11,2003,81794,SARARE,ARAUCA,TAME,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
368658,,25,11,2003,47551,CIENAGA GRANDE DE SANTA MARTA,MAGDALENA,PIVIJAY,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368659,,26,11,2003,47980,SIERRA NEVADA DE SANTA MARTA,MAGDALENA,ZONA BANANERA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368660,,27,11,2003,20570,SIERRA NEVADA DE SANTA MARTA,CESAR,PUEBLO BELLO,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368661,,27,11,2003,47460,CIENAGA GRANDE DE SANTA MARTA,MAGDALENA,NUEVA GRANADA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368662,CR040082,27,11,2003,54810,CATATUMBO,NORTE DE SANTANDER,TIB?,Interceptaci¢n,ND,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,0,0,0,0,0,0,0,0,1,,,1,Publicado
368663,,29,11,2003,47555,CIENAGA GRANDE DE SANTA MARTA,MAGDALENA,PLATO,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368664,,29,11,2003,47189,SIERRA NEVADA DE SANTA MARTA,MAGDALENA,CIêNAGA,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
368665,CR045003,29,11,2003,13212,MONTES DE MARIA,BOL?VAR,C?RDOBA,Retenci¢n/Ejecuci¢n,Arma de Fuego,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368666,,30,11,2003,5042,OCCIDENTE ANTIOQUE•O,ANTIOQUIA,SANTA Fê DE ANTIOQUIA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
368667,,0,12,2003,47288,SIERRA NEVADA DE SANTA MARTA,MAGDALENA,FUNDACI?N,Desconocida,ND,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,0,0,0,0,0,0,0,0,0,,,1,Publicado
368668,,1,12,2003,68377,PROVINCIA DE VELEZ,SANTANDER,LA BELLEZA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368669,,1,12,2003,25899,ALTIPLANO CUNDIBOYACENSE,CUNDINAMARCA,ZIPAQUIR?,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368670,,1,12,2003,5819,NORTE DE ANTIOQUIA,ANTIOQUIA,TOLEDO,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
368671,,1,12,2003,68217,PROVINCIA DE GUANENTA,SANTANDER,COROMORO,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368672,,1,12,2003,47001,SIERRA NEVADA DE SANTA MARTA,MAGDALENA,SANTA MARTA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368673,,1,12,2003,5093,SUROESTE ANTIOQUE•O,ANTIOQUIA,BETULIA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368675,,1,12,2003,13244,MONTES DE MARIA,BOL?VAR,EL CARMEN DE BOL?VAR,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
368676,,1,12,2003,68001,PROVINCIA DE SOTO,SANTANDER,BUCARAMANGA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368677,CR036100,1,12,2003,81300,SARARE,ARAUCA,FORTUL,Retenci¢n/Ejecuci¢n,Arma Corto Punzante,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,1,,,1,Publicado
368678,,2,12,2003,19075,PATIA,CAUCA,BALBOA,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
368679,CR044175,2,12,2003,20013,SERRANIA DEL PERIJA,CESAR,AGUST?N CODAZZI,Desconocida,ND,Grupo Armado No Identificado,Presencia GAO sin Atribuci¢n,0,0,0,0,0,0,0,1,1,,,1,Publicado
368680,,3,12,2003,23807,ALTO SINU Y SAN JORGE,C?RDOBA,TIERRALTA,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
368681,,4,12,2003,13744,MAGDALENA MEDIO,BOL?VAR,SIMIT?,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368682,,5,12,2003,73555,SUR DEL TOLIMA,TOLIMA,PLANADAS,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
368683,,5,12,2003,18479,FLORENCIA Y AREA DE INFLUENCIA,CAQUET?,MORELIA,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
368684,,5,12,2003,47745,CIENAGA GRANDE DE SANTA MARTA,MAGDALENA,SITIONUEVO,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368685,,5,12,2003,41615,NORTE DEL HUILA,HUILA,RIVERA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
368687,,6,12,2003,5425,NORDESTE ANTIOQUE•O,ANTIOQUIA,MACEO,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
368688,,7,12,2003,5887,NORTE DE ANTIOQUIA,ANTIOQUIA,YARUMAL,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
368689,,7,12,2003,47541,CIENAGA GRANDE DE SANTA MARTA,MAGDALENA,PEDRAZA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368690,,8,12,2003,47745,CIENAGA GRANDE DE SANTA MARTA,MAGDALENA,SITIONUEVO,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368691,,8,12,2003,47245,SUR DE MAGDALENA,MAGDALENA,EL BANCO,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
368692,,8,12,2003,47001,SIERRA NEVADA DE SANTA MARTA,MAGDALENA,SANTA MARTA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368693,,8,12,2003,47268,CIENAGA GRANDE DE SANTA MARTA,MAGDALENA,EL RETêN,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368694,,8,12,2003,54800,CATATUMBO,NORTE DE SANTANDER,TEORAMA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368695,,9,12,2003,54250,CATATUMBO,NORTE DE SANTANDER,EL TARRA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368696,,9,12,2003,18460,FLORENCIA Y AREA DE INFLUENCIA,CAQUET?,MIL?N,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368697,,9,12,2003,86865,BAJO PUTUMAYO,PUTUMAYO,VALLE DEL GUAMUEZ,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368698,,10,12,2003,20238,SIERRA NEVADA DE SANTA MARTA,CESAR,EL COPEY,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
368699,,10,12,2003,13894,MONTES DE MARIA,BOL?VAR,ZAMBRANO,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368700,,10,12,2003,47980,SIERRA NEVADA DE SANTA MARTA,MAGDALENA,ZONA BANANERA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
368701,,11,12,2003,47551,CIENAGA GRANDE DE SANTA MARTA,MAGDALENA,PIVIJAY,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
368702,,11,12,2003,86568,BAJO PUTUMAYO,PUTUMAYO,PUERTO AS?S,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
368703,,12,12,2003,13894,MONTES DE MARIA,BOL?VAR,ZAMBRANO,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368704,,12,12,2003,54800,CATATUMBO,NORTE DE SANTANDER,TEORAMA,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
368705,,12,12,2003,50573,ALTILLANURA,META,PUERTO L?PEZ,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
368706,,12,12,2003,5425,NORDESTE ANTIOQUE•O,ANTIOQUIA,MACEO,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368707,,13,12,2003,86865,BAJO PUTUMAYO,PUTUMAYO,VALLE DEL GUAMUEZ,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368708,,14,12,2003,86865,BAJO PUTUMAYO,PUTUMAYO,VALLE DEL GUAMUEZ,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368709,CR037099,14,12,2003,50711,ARIARI GUAYABERO,META,VISTAHERMOSA,Desconocida,Arma de Fuego,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,1,,,1,Publicado
368711,,15,12,2003,5001,VALLE DE ABURRA,ANTIOQUIA,MEDELL?N,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
368712,,15,12,2003,18753,CAGUAN,CAQUET?,SAN VICENTE DEL CAGU?N,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
368713,,15,12,2003,73483,SUR DEL TOLIMA,TOLIMA,NATAGAIMA,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
368714,,17,12,2003,5051,URABA,ANTIOQUIA,ARBOLETES,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
368715,,17,12,2003,52540,PATIA,NARI•O,POLICARPA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
368716,,17,12,2003,86757,BAJO PUTUMAYO,PUTUMAYO,SAN MIGUEL,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368717,,18,12,2003,47189,SIERRA NEVADA DE SANTA MARTA,MAGDALENA,CIêNAGA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368718,,18,12,2003,54553,AREA METROPOLITANA DE CUCUTA,NORTE DE SANTANDER,PUERTO SANTANDER,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368719,,18,12,2003,47288,SIERRA NEVADA DE SANTA MARTA,MAGDALENA,FUNDACI?N,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368720,,19,12,2003,81065,SARARE,ARAUCA,ARAUQUITA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368721,,20,12,2003,52540,PATIA,NARI•O,POLICARPA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368722,,20,12,2003,18094,FLORENCIA Y AREA DE INFLUENCIA,CAQUET?,BELêN DE LOS ANDAQU?ES,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368723,,20,12,2003,47980,SIERRA NEVADA DE SANTA MARTA,MAGDALENA,ZONA BANANERA,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
368724,,21,12,2003,13244,MONTES DE MARIA,BOL?VAR,EL CARMEN DE BOL?VAR,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
368725,,21,12,2003,81736,SARARE,ARAUCA,SARAVENA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
368726,,22,12,2003,85440,PIEDEMONTE LLANERO,CASANARE,VILLANUEVA,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
368727,,23,12,2003,5756,ORIENTE ANTIOQUE•O,ANTIOQUIA,SONS?N,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368728,,23,12,2003,73678,SUR DEL TOLIMA,TOLIMA,SAN LUIS,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368729,,24,12,2003,47980,SIERRA NEVADA DE SANTA MARTA,MAGDALENA,ZONA BANANERA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368730,,24,12,2003,47288,SIERRA NEVADA DE SANTA MARTA,MAGDALENA,FUNDACI?N,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
368731,,24,12,2003,86865,BAJO PUTUMAYO,PUTUMAYO,VALLE DEL GUAMUEZ,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368732,,24,12,2003,20001,SIERRA NEVADA DE SANTA MARTA,CESAR,VALLEDUPAR,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368733,,25,12,2003,19001,MACIZO COLOMBIANO,CAUCA,POPAY?N,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
368734,,25,12,2003,20621,SERRANIA DEL PERIJA,CESAR,LA PAZ,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368735,,25,12,2003,47980,SIERRA NEVADA DE SANTA MARTA,MAGDALENA,ZONA BANANERA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368736,,25,12,2003,47189,SIERRA NEVADA DE SANTA MARTA,MAGDALENA,CIêNAGA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
368737,,25,12,2003,47001,SIERRA NEVADA DE SANTA MARTA,MAGDALENA,SANTA MARTA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368738,,26,12,2003,5055,ORIENTE ANTIOQUE•O,ANTIOQUIA,ARGELIA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
368739,,26,12,2003,47288,SIERRA NEVADA DE SANTA MARTA,MAGDALENA,FUNDACI?N,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
368740,,27,12,2003,86320,BAJO PUTUMAYO,PUTUMAYO,ORITO,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368741,,28,12,2003,54810,CATATUMBO,NORTE DE SANTANDER,TIB?,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368742,,28,12,2003,47980,SIERRA NEVADA DE SANTA MARTA,MAGDALENA,ZONA BANANERA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368743,,29,12,2003,54800,CATATUMBO,NORTE DE SANTANDER,TEORAMA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368745,,31,12,2003,19110,NORTE DEL CAUCA,CAUCA,BUENOS AIRES,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368746,,31,12,2003,50000,,META,SIN INFORMACION,Retenci¢n,ND,Grupo Armado No Identificado,No aplica,0,1,0,0,0,0,1,0,0,Violencia Psicol¢gica,,1,Publicado
368747,,31,12,2003,27001,ATRATO,CHOC?,QUIBD?,Desconocida,ND,Grupo Armado No Identificado,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
368748,,31,12,2003,27001,ATRATO,CHOC?,QUIBD?,Desconocida,ND,Grupo Armado No Identificado,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
368749,,28,4,2004,47675,CIENAGA GRANDE DE SANTA MARTA,MAGDALENA,SALAMINA,Retenci¢n,ND,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,0,1,0,0,1,0,0,0,0,,,1,Publicado
368750,,28,6,2004,47001,SIERRA NEVADA DE SANTA MARTA,MAGDALENA,SANTA MARTA,Coerci¢n,Uso de Qu°micos y T¢xicos,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,0,0,0,0,0,0,0,0,0,,,1,Publicado
368751,CR047184,0,0,2004,19000,,CAUCA,SIN INFORMACION,Coerci¢n,ND,Guerrilla,ELN,0,0,0,0,0,0,0,0,0,,,1,Publicado
368752,,0,0,2004,13000,,BOL?VAR,SIN INFORMACION,RetÇn,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368753,,0,0,2004,5001,VALLE DE ABURRA,ANTIOQUIA,MEDELL?N,Asalto,ND,Agente del Estado - Grupo Paramilitar,,0,1,0,0,0,0,0,0,0,,,1,Publicado
368754,,0,0,2004,13001,CANAL DEL DIQUE,BOL?VAR,CARTAGENA DE INDIAS,Desconocida,ND,Grupo Armado No Identificado,No aplica,0,0,0,0,0,0,0,0,0,,,2,Publicado
368756,,0,0,2004,44090,SIERRA NEVADA DE SANTA MARTA,LA GUAJIRA,DIBULLA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,2,Publicado
368758,,0,0,2004,66000,,RISARALDA,SIN INFORMACION,Desconocida,ND,Grupo Paramilitar,Bloque Central Bol°var,0,0,0,0,0,0,0,0,0,,,3,Publicado
368761,,0,0,2004,19000,,CAUCA,SIN INFORMACION,Coerci¢n,ND,Agente del Estado,Polic°a Nacional,0,1,0,0,0,0,0,0,0,,,1,Publicado
368762,,0,0,2004,8001,NORTE DE ATLANTICO,ATL?NTICO,BARRANQUILLA,Interceptaci¢n,ND,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,0,1,0,0,0,0,0,0,0,,,1,Publicado
368763,,0,0,2004,47001,SIERRA NEVADA DE SANTA MARTA,MAGDALENA,SANTA MARTA,Incursi¢n,ND,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,0,1,0,0,0,0,0,0,0,,,1,Publicado
368764,CR047996,0,0,2004,99773,ALTILLANURA,VICHADA,CUMARIBO,Desconocida,ND,Grupo Paramilitar,Autodefensas Campesinas de Meta y Vichada,0,0,0,0,0,0,0,0,0,,,1,Publicado
368765,CR047996,0,2,2004,99773,ALTILLANURA,VICHADA,CUMARIBO,Desconocida,ND,Grupo Paramilitar,Autodefensas Campesinas de Meta y Vichada,0,0,0,0,0,0,0,0,0,,,1,Publicado
368766,CR080264,0,0,2004,18610,FLORENCIA Y AREA DE INFLUENCIA,CAQUET?,SAN JOSê DEL FRAGUA,Retenci¢n,ND,Grupo Paramilitar,Bloque Central Bol°var,0,1,0,0,0,0,0,1,0,,,1,Publicado
368769,CR033036,0,0,2004,11001,AREA METROPOLITANA DE BOGOTA,"BOGOT?, D.C.","BOGOT?, D.C.",Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368770,,0,0,2004,50573,ALTILLANURA,META,PUERTO L?PEZ,Desconocida,ND,Grupo Paramilitar,No Identificado,0,1,0,0,0,0,0,0,0,,,1,Publicado
368771,CR040079,0,0,2004,5837,URABA,ANTIOQUIA,TURBO,RetÇn,,Guerrilla,FARC,0,0,0,1,0,0,0,0,0,,,1,Publicado
368772,,1,1,2004,97001,AMAZONIA SUR-ORIENTAL,VAUPêS,MIT?,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
368773,,1,1,2004,20001,SIERRA NEVADA DE SANTA MARTA,CESAR,VALLEDUPAR,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368774,,1,1,2004,73001,NORTE DEL TOLIMA,TOLIMA,IBAGUê,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368775,,1,1,2004,47980,SIERRA NEVADA DE SANTA MARTA,MAGDALENA,ZONA BANANERA,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
368776,,1,1,2004,44078,SIERRA NEVADA DE SANTA MARTA,LA GUAJIRA,BARRANCAS,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368777,,1,1,2004,99773,ALTILLANURA,VICHADA,CUMARIBO,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
368779,,1,1,2004,20400,SERRANIA DEL PERIJA,CESAR,LA JAGUA DE IBIRICO,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368780,,1,1,2004,50370,ARIARI GUAYABERO,META,URIBE,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
368781,,1,1,2004,47053,SIERRA NEVADA DE SANTA MARTA,MAGDALENA,ARACATACA,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368782,,1,1,2004,18094,FLORENCIA Y AREA DE INFLUENCIA,CAQUET?,BELêN DE LOS ANDAQU?ES,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
368783,,1,1,2004,44090,SIERRA NEVADA DE SANTA MARTA,LA GUAJIRA,DIBULLA,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
