IdCaso,IdCasoRelacionado,DIAH,MESH,ANNOH,COD_DANE_MUN,REGION,DEPTO_CASO,MUNINICIO_CASO,Modalidad,TipoArmas,PRESUNTO_REPONSABLE1,DESCRIPCION_PRESUNTO_RESPONSABLE1,AbandonoDespojoForzadoTierras,AmenazaIntimidacion,AtaqueContraMisionMedica,ConfinamientoRestriccionMovilidad,DesplazamientoForzado,Extorsion,LesionadosCiviles,Pillaje,Tortura,ViolenciaBasadaGenero,OtroHechoSimultaneo,NumeroVictimasCaso,Estado
360330,CR008502,1,2,1959,19573,NORTE DEL CAUCA,CAUCA,PUERTO TEJADA,Asalto,Arma Corto Punzante,Bandolerismo,No identificado,0,0,0,0,0,0,0,1,0,,,1,Publicado
360331,,6,4,1960,41524,NORTE DEL HUILA,HUILA,PALERMO,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360332,CR044164,23,8,1960,76497,NORTE DEL VALLE,VALLE DEL CAUCA,OBANDO,Asalto,Arma de Fuego,Bandolerismo,No identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
360333,CR010231,18,4,1961,73861,NORTE DEL TOLIMA,TOLIMA,VENADILLO,Asalto,Arma Corto Punzante - Arma de Fuego,Bandolerismo,No identificado,0,0,0,0,0,0,0,1,12,,,1,Publicado
360334,CR037197,2,9,1961,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,Desconocida,ND,Bandolerismo,Bandolerismo Revolucionario,0,0,0,0,0,0,0,1,0,,,1,Publicado
360336,,1,1,1962,70215,MORROSQUILLO Y SABANAS DE SUCRE,SUCRE,COROZAL,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360340,,13,2,1962,76001,SUR DEL VALLE,VALLE DEL CAUCA,CALI,Retenci¢n,Arma de Fuego,Grupo Armado No Identificado,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360341,,28,3,1962,70823,MONTES DE MARIA,SUCRE,TOL? VIEJO,Asalto,ND,Bandolerismo,No Identificado,0,0,0,0,0,0,0,1,0,,,2,Publicado
360343,,28,3,1962,70823,MONTES DE MARIA,SUCRE,TOL? VIEJO,Asalto,ND,Bandolerismo,No Identificado,0,0,0,0,0,0,0,1,0,,,2,Publicado
360345,,5,7,1962,5607,ORIENTE ANTIOQUE•O,ANTIOQUIA,RETIRO,Asalto,ND,Bandolerismo,No Identificado,0,1,0,0,0,0,0,1,1,,,1,Publicado
360350,CR010222,8,2,1963,73200,NORTE DEL TOLIMA,TOLIMA,COELLO,Asalto,ND,Bandolerismo,Bandolerismo Revolucionario,0,0,0,0,0,0,0,1,0,,,5,Publicado
360351,,17,4,1964,27615,ATRATO,CHOC?,RIOSUCIO,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360352,CR041171,25,5,1965,73555,SUR DEL TOLIMA,TOLIMA,PLANADAS,Asalto,ND,Guerrilla,FARC,1,0,0,0,1,0,0,0,0,,,2,Publicado
360354,,26,7,1965,73236,SUR DEL TOLIMA,TOLIMA,DOLORES,Asalto,Arma de Fuego,Bandolerismo,Otro,0,0,0,0,0,0,3,1,0,,,1,Publicado
360355,,28,9,1965,18001,FLORENCIA Y AREA DE INFLUENCIA,CAQUET?,FLORENCIA,Asalto,ND,Bandolerismo,No Identificado,0,0,0,0,0,0,0,0,0,,,2,Publicado
360357,,6,12,1965,73624,SUR DEL TOLIMA,TOLIMA,ROVIRA,Asalto,Arma de Fuego,Bandolerismo,Bandolerismo Liberal,0,0,0,0,0,0,0,1,4,,,1,Publicado
360358,,16,11,1966,5002,ORIENTE ANTIOQUE•O,ANTIOQUIA,ABEJORRAL,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360359,,1,1,1968,86568,BAJO PUTUMAYO,PUTUMAYO,PUERTO AS?S,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360360,,8,2,1968,20001,SIERRA NEVADA DE SANTA MARTA,CESAR,VALLEDUPAR,Asalto,ND,Bandolerismo,No identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
360361,,1,1,1971,5790,BAJO CAUCA ANTIOQUE•O,ANTIOQUIA,TARAZ?,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360362,,0,0,1973,18592,CAGUAN,CAQUET?,PUERTO RICO,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,1,,,1,Publicado
360363,,1,1,1974,66001,EJE CAFETERO,RISARALDA,PEREIRA,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360364,,1,1,1975,68121,PROVINCIA DE GUANENTA,SANTANDER,CABRERA,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360365,CR018887,11,5,1976,25290,SUMAPAZ,CUNDINAMARCA,FUSAGASUG?,Desconocida,Arma de Fuego,Guerrilla,M-19,0,0,0,0,0,0,0,0,0,,,1,Publicado
360366,,17,5,1976,11001,AREA METROPOLITANA DE BOGOTA,"BOGOT?, D.C.","BOGOT?, D.C.",Retenci¢n,Objeto Contundente,Agente del Estado,No Identificado,0,0,0,0,0,0,0,0,0,,Tortura,1,Publicado
360367,,18,2,1977,5607,ORIENTE ANTIOQUE•O,ANTIOQUIA,RETIRO,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360368,,29,3,1977,13001,CANAL DEL DIQUE,BOL?VAR,CARTAGENA DE INDIAS,Asalto,ND,Agente del Estado - Grupo Paramilitar,,0,0,0,0,0,0,0,0,0,,,2,Publicado
360370,,21,11,1977,18592,CAGUAN,CAQUET?,PUERTO RICO,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360371,,15,2,1978,73622,SUR DEL TOLIMA,TOLIMA,RONCESVALLES,Retenci¢n,ND,Agente del Estado,EjÇrcito Nacional,0,0,0,0,0,0,0,0,0,,,1,Publicado
360372,,14,3,1978,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,Retenci¢n,Objeto Contundente,Agente del Estado,EjÇrcito Nacional,0,1,0,0,0,0,1,0,1,,Tortura,1,Publicado
360373,CR018894,30,10,1978,5837,URABA,ANTIOQUIA,TURBO,Coerci¢n,ND,Agente del Estado,EjÇrcito Nacional,0,0,0,0,0,0,0,0,6,,18 Retenidos arbitrariamente,1,Publicado
360374,,20,11,1978,5001,VALLE DE ABURRA,ANTIOQUIA,MEDELL?N,Desconocida,ND,Grupo Armado No Identificado,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360375,,13,5,1979,68720,MAGDALENA MEDIO,SANTANDER,SANTA HELENA DEL OP?N,Asalto,ND,Agente del Estado,EjÇrcito Nacional,0,1,0,0,0,0,0,0,0,,,1,Publicado
360376,CR018896,17,10,1979,15572,MAGDALENA MEDIO,BOYAC?,PUERTO BOYAC?,Otra ®Cu†l?,Arma Corto Punzante,Agente del Estado,EjÇrcito Nacional,0,0,0,0,0,0,0,0,1,,,1,Publicado
360377,,1,1,1980,23580,ALTO SINU Y SAN JORGE,C?RDOBA,PUERTO LIBERTADOR,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360378,,1,5,1980,52678,OCCIDENTE DE NARI•O,NARI•O,SAMANIEGO,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360379,,13,5,1980,73443,NORTE DEL TOLIMA,TOLIMA,SAN SEBASTI?N DE MARIQUITA,Retenci¢n/Ejecuci¢n,ND,Agente del Estado,EjÇrcito Nacional,0,0,0,0,0,0,0,0,0,,,1,Publicado
360380,,0,0,1981,73000,,TOLIMA,SIN INFORMACION,Interceptaci¢n,ND,Guerrilla,No Identificada,0,1,0,0,0,0,0,0,0,,,1,Publicado
360381,,17,5,1981,70124,SAN JORGE (CESAR),SUCRE,CAIMITO,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
360382,,20,9,1981,68271,PROVINCIA DE VELEZ,SANTANDER,FLORI?N,Retenci¢n/Ejecuci¢n,ND,Agente del Estado,EjÇrcito Nacional,0,0,0,0,0,0,0,0,0,,,1,Publicado
360383,,1,1,1982,11001,AREA METROPOLITANA DE BOGOTA,"BOGOT?, D.C.","BOGOT?, D.C.",Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360384,,10,1,1982,41396,SUR DEL HUILA,HUILA,LA PLATA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360385,CR2017127708,0,3,1982,68397,PROVINCIA DE VELEZ,SANTANDER,LA PAZ,Desconocida,ND,Guerrilla,FARC,0,0,0,0,0,0,0,0,0,,,1,Publicado
360387,,29,5,1982,20228,SERRANIA DEL PERIJA,CESAR,CURUMAN?,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360388,,1,10,1982,19100,PATIA,CAUCA,BOL?VAR,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360389,,1,1,1983,19256,NORTE DEL CAUCA,CAUCA,EL TAMBO,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360391,CR018847,12,1,1984,68190,MAGDALENA MEDIO,SANTANDER,CIMITARRA,Asalto,ND,Agente del Estado - Grupo Paramilitar,,0,0,0,0,1,0,0,0,1,,,1,Publicado
360392,,22,11,1984,52540,PATIA,NARI•O,POLICARPA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360393,,1,1,1985,19693,MACIZO COLOMBIANO,CAUCA,SAN SEBASTI?N,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360394,,1,1,1985,20011,MAGDALENA MEDIO,CESAR,AGUACHICA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360395,,1,1,1985,5652,ORIENTE ANTIOQUE•O,ANTIOQUIA,SAN FRANCISCO,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360396,,1,1,1985,68689,MAGDALENA MEDIO,SANTANDER,SAN VICENTE DE CHUCUR?,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360397,,1,1,1985,50350,ARIARI GUAYABERO,META,LA MACARENA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360398,,1,1,1985,52378,NORTE DE NARI•O,NARI•O,LA CRUZ,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360399,,1,1,1985,25386,SUROCCIDENTE DE CUNDINAMARCA,CUNDINAMARCA,LA MESA,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360400,,1,1,1985,54206,CATATUMBO,NORTE DE SANTANDER,CONVENCI?N,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360401,,1,1,1985,20710,MAGDALENA MEDIO,CESAR,SAN ALBERTO,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360402,,1,1,1985,68307,PROVINCIA DE SOTO,SANTANDER,GIR?N,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360404,,1,1,1985,13244,MONTES DE MARIA,BOL?VAR,EL CARMEN DE BOL?VAR,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
360405,,1,1,1985,76275,SUR DEL VALLE,VALLE DEL CAUCA,FLORIDA,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360406,,1,1,1985,41530,SUR DEL HUILA,HUILA,PALESTINA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360407,,1,1,1985,5361,NORTE DE ANTIOQUIA,ANTIOQUIA,ITUANGO,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360409,,1,1,1985,19397,MACIZO COLOMBIANO,CAUCA,LA VEGA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360410,,3,1,1985,81300,SARARE,ARAUCA,FORTUL,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360412,,5,1,1985,5490,URABA,ANTIOQUIA,NECOCL?,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360413,,9,1,1985,15572,MAGDALENA MEDIO,BOYAC?,PUERTO BOYAC?,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
360414,,15,1,1985,5660,ORIENTE ANTIOQUE•O,ANTIOQUIA,SAN LUIS,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360415,,17,1,1985,18256,FLORENCIA Y AREA DE INFLUENCIA,CAQUET?,EL PAUJ?L,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360416,,25,1,1985,5425,NORDESTE ANTIOQUE•O,ANTIOQUIA,MACEO,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360418,,26,1,1985,5055,ORIENTE ANTIOQUE•O,ANTIOQUIA,ARGELIA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360419,,28,1,1985,81065,SARARE,ARAUCA,ARAUQUITA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360420,,1,2,1985,86568,BAJO PUTUMAYO,PUTUMAYO,PUERTO AS?S,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360421,CR012092,15,2,1985,5665,URABA,ANTIOQUIA,SAN PEDRO DE URAB?,Retenci¢n/Ejecuci¢n,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,1,,,1,Publicado
360422,,20,2,1985,5001,VALLE DE ABURRA,ANTIOQUIA,MEDELL?N,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
360423,,20,2,1985,19075,PATIA,CAUCA,BALBOA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360424,,25,2,1985,66572,EJE CAFETERO,RISARALDA,PUEBLO RICO,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360425,,25,2,1985,5250,BAJO CAUCA ANTIOQUE•O,ANTIOQUIA,EL BAGRE,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
360426,,1,3,1985,5250,BAJO CAUCA ANTIOQUE•O,ANTIOQUIA,EL BAGRE,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360427,,1,3,1985,81736,SARARE,ARAUCA,SARAVENA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360428,,1,3,1985,5837,URABA,ANTIOQUIA,TURBO,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
360429,,10,3,1985,5604,NORDESTE ANTIOQUE•O,ANTIOQUIA,REMEDIOS,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360430,,20,3,1985,50313,ARIARI GUAYABERO,META,GRANADA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360431,,25,3,1985,5055,ORIENTE ANTIOQUE•O,ANTIOQUIA,ARGELIA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360432,,1,4,1985,85325,LLANOS ORIENTALES,CASANARE,SAN LUIS DE PALENQUE,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360433,,1,4,1985,23555,ALTO SINU Y SAN JORGE,C?RDOBA,PLANETA RICA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360434,,15,4,1985,47288,SIERRA NEVADA DE SANTA MARTA,MAGDALENA,FUNDACI?N,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
360435,,19,4,1985,19100,PATIA,CAUCA,BOL?VAR,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
360436,,2,5,1985,85263,LLANOS ORIENTALES,CASANARE,PORE,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
360437,,4,5,1985,44001,SIERRA NEVADA DE SANTA MARTA,LA GUAJIRA,RIOHACHA,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360438,,14,5,1985,5040,NORDESTE ANTIOQUE•O,ANTIOQUIA,ANOR?,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360439,,18,5,1985,5045,URABA,ANTIOQUIA,APARTAD?,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360440,,18,5,1985,5579,MAGDALENA MEDIO,ANTIOQUIA,PUERTO BERR?O,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360441,,20,5,1985,73067,SUR DEL TOLIMA,TOLIMA,ATACO,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360442,,25,5,1985,20001,SIERRA NEVADA DE SANTA MARTA,CESAR,VALLEDUPAR,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360443,,1,6,1985,63130,EJE CAFETERO,QUINDIO,CALARC?,Desconocida,ND,Agente del Estado,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
360444,,1,6,1985,76109,ANDEN PACIFICO SUR,VALLE DEL CAUCA,BUENAVENTURA,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360446,,14,6,1985,5667,ORIENTE ANTIOQUE•O,ANTIOQUIA,SAN RAFAEL,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360447,,15,6,1985,5425,NORDESTE ANTIOQUE•O,ANTIOQUIA,MACEO,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
360448,,16,6,1985,5480,URABA,ANTIOQUIA,MUTAT?,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360449,,25,6,1985,5093,SUROESTE ANTIOQUE•O,ANTIOQUIA,BETULIA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360451,,30,6,1985,5154,BAJO CAUCA ANTIOQUE•O,ANTIOQUIA,CAUCASIA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360452,,1,7,1985,50577,ARIARI GUAYABERO,META,PUERTO LLERAS,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360453,,6,7,1985,86865,BAJO PUTUMAYO,PUTUMAYO,VALLE DEL GUAMUEZ,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360454,,10,7,1985,13160,MAGDALENA MEDIO,BOL?VAR,CANTAGALLO,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360455,,12,7,1985,5837,URABA,ANTIOQUIA,TURBO,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360456,,13,7,1985,18150,CAGUAN,CAQUET?,CARTAGENA DEL CHAIR?,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360457,,15,7,1985,17174,EJE CAFETERO,CALDAS,CHINCHIN?,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360458,,30,7,1985,52051,NORTE DE NARI•O,NARI•O,ARBOLEDA,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360459,,20,8,1985,68689,MAGDALENA MEDIO,SANTANDER,SAN VICENTE DE CHUCUR?,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
360460,,25,8,1985,19100,PATIA,CAUCA,BOL?VAR,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360461,,27,8,1985,5051,URABA,ANTIOQUIA,ARBOLETES,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360462,,1,9,1985,5045,URABA,ANTIOQUIA,APARTAD?,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360463,,5,9,1985,19110,NORTE DEL CAUCA,CAUCA,BUENOS AIRES,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360464,,5,9,1985,19110,NORTE DEL CAUCA,CAUCA,BUENOS AIRES,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360465,,15,9,1985,68235,MAGDALENA MEDIO,SANTANDER,EL CARMEN DE CHUCUR?,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360467,,1,10,1985,85010,PIEDEMONTE LLANERO,CASANARE,AGUAZUL,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360468,,24,10,1985,23682,ALTO SINU Y SAN JORGE,C?RDOBA,SAN JOSê DE URê,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
360469,,25,10,1985,76364,SUR DEL VALLE,VALLE DEL CAUCA,JAMUND?,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360470,,1,11,1985,18610,FLORENCIA Y AREA DE INFLUENCIA,CAQUET?,SAN JOSê DEL FRAGUA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360471,,14,11,1985,5490,URABA,ANTIOQUIA,NECOCL?,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360472,,15,11,1985,76109,ANDEN PACIFICO SUR,VALLE DEL CAUCA,BUENAVENTURA,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360473,,16,11,1985,19256,NORTE DEL CAUCA,CAUCA,EL TAMBO,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360474,,18,11,1985,23162,NORTE DE CORDOBA,C?RDOBA,CERETê,Desconocida,ND,Grupo Paramilitar,No Identificado,0,0,0,0,0,0,0,0,0,,,1,Publicado
360476,,2,12,1985,5250,BAJO CAUCA ANTIOQUE•O,ANTIOQUIA,EL BAGRE,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360477,,5,12,1985,41668,MACIZO COLOMBIANO,HUILA,SAN AGUST?N,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360478,,6,12,1985,5837,URABA,ANTIOQUIA,TURBO,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360479,,10,12,1985,41078,NORTE DEL HUILA,HUILA,BARAYA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360480,,15,12,1985,13490,MAGDALENA MEDIO,BOL?VAR,NOROS?,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360481,,20,12,1985,18256,FLORENCIA Y AREA DE INFLUENCIA,CAQUET?,EL PAUJ?L,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360482,,24,12,1985,23807,ALTO SINU Y SAN JORGE,C?RDOBA,TIERRALTA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360483,,28,12,1985,13683,CANAL DEL DIQUE,BOL?VAR,SANTA ROSA,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360484,,31,12,1985,85315,PIEDEMONTE LLANERO,CASANARE,S?CAMA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360485,,1,1,1986,54001,AREA METROPOLITANA DE CUCUTA,NORTE DE SANTANDER,C?CUTA,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360486,,1,1,1986,5250,BAJO CAUCA ANTIOQUE•O,ANTIOQUIA,EL BAGRE,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360488,,1,1,1986,5667,ORIENTE ANTIOQUE•O,ANTIOQUIA,SAN RAFAEL,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360489,,1,1,1986,18753,CAGUAN,CAQUET?,SAN VICENTE DEL CAGU?N,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360490,,1,1,1986,41530,SUR DEL HUILA,HUILA,PALESTINA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360492,,1,1,1986,50325,ALTILLANURA,META,MAPIRIP?N,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360493,,1,1,1986,76248,SUR DEL VALLE,VALLE DEL CAUCA,EL CERRITO,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360495,,1,1,1986,13074,SUR DE BOLIVAR,BOL?VAR,BARRANCO DE LOBA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360496,,1,1,1986,19743,NORTE DEL CAUCA,CAUCA,SILVIA,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360497,,1,1,1986,5138,OCCIDENTE ANTIOQUE•O,ANTIOQUIA,CA•ASGORDAS,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
360498,,1,1,1986,52835,ANDEN PACIFICO SUR,NARI•O,SAN ANDRêS DE TUMACO,Desconocida,ND,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,Publicado
360499,,1,1,1986,19355,NORTE DEL CAUCA,CAUCA,INZ?,Desconocida,ND,Guerrilla,No Identificada,0,0,0,0,0,0,0,0,0,,,1,Publicado
