id,ano,dept,municipio,presuntoRes,desPresuntoRes,num
13374,1999,Caquetá,PUERTO RICO,Guerrilla,FARC,24
29549,2011,Norte de Santander,C?CUTA,Guerrilla,FARC,1
49150,1981,Antioquia,MEDELL?N,Grupo Paramilitar,Muerte a Secuestradores (MAS),1
60878,1998,Antioquia,COCORN?,Guerrilla,ELN,3
60892,2001,Antioquia,COCORN?,Guerrilla,ELN,1
65285,2000,Antioquia,RETIRO,Grupo Armado No Identificado,No aplica,1
66221,2012,Antioquia,MUTAT?,Agente del Estado - Grupo Posdesmovilización,,2
73321,2005,Antioquia,TARAZ?,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
79491,2008,"Bogotá D.C.","Bogotá D.C.",Guerrilla,FARC,1
86252,2001,Caquetá,BEL�N DE LOS ANDAQU?ES,Agente del Estado - Grupo Paramilitar,,2
87415,1999,Caquetá,LA MONTA�ITA,Guerrilla,FARC,1
88696,2003,Caquetá,VALPARA?SO,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
92152,2004,Cesar,VALLEDUPAR,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,3
93243,2003,Cesar,AGUACHICA,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,2
95471,1982,Cesar,GAMARRA,Guerrilla,FARC,2
98478,1989,Córdoba,PUERTO LIBERTADOR,Guerrilla,EPL,1
102517,2005,Chocó,QUIBD?,Guerrilla,FARC,1
103666,2014,Huila,ISNOS,Grupo Posdesmovilización,Urabe�os/Autodefensas Gaitanistas de Colombia/?guilas Negras/Clan ?suga,1
104360,2006,Huila,SAN AGUST?N,Guerrilla,No Identificada,1
104504,1975,La Guajira,RIOHACHA,Grupo Armado No Identificado,No aplica,1
110951,2005,Magdalena,SITIONUEVO,Grupo Paramilitar,No Identificado,1
113157,2000,Meta,GRANADA,Grupo Paramilitar,No Identificado,1
119506,2000,Norte de Santander,CONVENCI?N,Grupo Armado No Identificado,Presencia GAO sin Atribuci�n,1
120987,2001,Norte de Santander,RAGONVALIA,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
121330,1998,Norte de Santander,TEORAMA,Guerrilla,ELN,2
125697,1982,Santander,BARRANCABERMEJA,Grupo Paramilitar,No Identificado,1
125711,1985,Santander,BARRANCABERMEJA,Grupo Armado No Dirimido,,1
128384,2000,Santander,RIONEGRO,Desconocido,No Aplica,2
128448,1989,Santander,RIONEGRO,Guerrilla,ELN,1
128470,2000,Santander,RIONEGRO,Grupo Armado No Identificado,Presencia GAO sin Atribuci�n,1
129115,1992,Santander,SAN VICENTE DE CHUCUR?,Guerrilla,ELN,1
135714,2004,Valle del Cauca,BUENAVENTURA,Grupo Paramilitar,No Identificado,1
138777,2014,EXTERIOR,FRONTERA VENEZUELA,Guerrilla,ELN,1
139101,2003,Arauca,FORTUL,Guerrilla,FARC,1
139666,2014,Arauca,SARAVENA,Guerrilla,ELN,1
139783,1999,Arauca,TAME,Guerrilla,ELN,1
141806,2002,Putumayo,MOCOA,Grupo Armado No Identificado,No aplica,2
161356,1999,Cesar,EL COPEY,Guerrilla,No Identificada,1
169308,1995,Norte de Santander,TEORAMA,Guerrilla,ELN,1
169511,2000,Norte de Santander,TIB?,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
180929,2001,Antioquia,COCORN?,Guerrilla,ELN,1
206097,1995,Guaviare,MIRAFLORES,Guerrilla,FARC,1
209819,2005,Antioquia,SAN CARLOS,Grupo Paramilitar,No Identificado,1
216895,1988,Antioquia,RIONEGRO,Grupo Paramilitar,Los Tangueros,1
219028,1990,Santander,SABANA DE TORRES,Grupo Armado No Identificado,No Aplica,1
219619,1990,Sucre,SINCELEJO,Grupo Armado No Identificado,No aplica,1
224073,1994,Boyacá,PUERTO Boyacá,Grupo Paramilitar,No Identificado,2
224118,1993,Santander,BUCARAMANGA,Guerrilla,No Identificada,1
230053,1996,Meta,LA MACARENA,Guerrilla,FARC,5
230407,1996,Cauca,MIRANDA,Guerrilla,FARC,1
235570,1996,Caquetá,CARTAGENA DEL CHAIR?,Guerrilla,FARC,1
251848,2001,Cundinamarca,EL COLEGIO,Guerrilla,FARC,1
257554,2002,Chocó,ISTMINA,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
259690,2002,Antioquia,EL CARMEN DE VIBORAL,Grupo Paramilitar,No Identificado,2
260614,2002,Cesar,AGUACHICA,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
263116,2003,Norte de Santander,OCA�A,Grupo Armado No Identificado,No Aplica,1
266586,2003,Tolima,L�RIDA,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
269473,2005,Caldas,ANSERMA,Guerrilla,Disidencia EPL,1
269657,2004,La Guajira,MAICAO,Grupo Paramilitar,No Identificado,1
269963,2004,Tolima,CASABIANCA,Guerrilla,ELN,1
277142,2005,Meta,GRANADA,Guerrilla,FARC,1
281628,2000,Caquetá,FLORENCIA,Grupo Paramilitar,No Identificado,1
281955,2005,Caldas,ANSERMA,Guerrilla,Disidencia EPL,1
283993,2002,Tolima,PRADO,Grupo Armado No Identificado,No Aplica,1
292363,2002,Valle del Cauca,CALI,Guerrilla,FARC,12
319817,2001,Cauca,ARGELIA,Guerrilla,FARC,1
319818,2001,Bolívar,CANTAGALLO,Desconocido,No aplica,1
319819,2002,Caldas,SAMAN?,Guerrilla,FARC,1
319823,1985,Valle del Cauca,RIOFR?O,Guerrilla,M-19,1
319825,1986,"Bogotá D.C.","Bogotá D.C.",Guerrilla,M-19,1
319826,1978,"Bogotá D.C.","Bogotá D.C.",Guerrilla,M-19,1
319827,1982,"Bogotá D.C.","Bogotá D.C.",Guerrilla,M-19,1
319828,1985,Valle del Cauca,ROLDANILLO,Guerrilla,M-19,1
319829,1983,Valle del Cauca,YUMBO,Guerrilla,M-19,2
319831,1985,Valle del Cauca,RIOFR?O,Guerrilla,M-19,1
319836,1996,Valle del Cauca,SIN INFORMACION,Guerrilla,"Disidencia M-19 ""Jaime Bateman Cay�n""",1
319838,1975,"Bogotá D.C.","Bogotá D.C.",Guerrilla,M-19,1
319840,1977,"Bogotá D.C.","Bogotá D.C.",Guerrilla,M-19,1
319841,1980,Caquetá,LA MONTA�ITA,Guerrilla,M-19,1
319858,1980,"Bogotá D.C.","Bogotá D.C.",Guerrilla,M-19,1
319859,1980,Boyacá,GARAGOA,Guerrilla,M-19,1
319865,1981,Caquetá,PUERTO RICO,Guerrilla,M-19,1
319866,1981,"Bogotá D.C.","Bogotá D.C.",Guerrilla,M-19,1
319867,1981,"Bogotá D.C.","Bogotá D.C.",Guerrilla,M-19,1
319868,1981,"Bogotá D.C.","Bogotá D.C.",Guerrilla,M-19,1
319869,1981,"Bogotá D.C.","Bogotá D.C.",Guerrilla,M-19,1
319870,1981,Caquetá,FLORENCIA,Guerrilla,M-19,1
319871,1981,Putumayo,MOCOA,Guerrilla,M-19,1
319872,1981,Putumayo,MOCOA,Guerrilla,M-19,1
319873,1981,Putumayo,MOCOA,Guerrilla,M-19,1
319875,1981,Cauca,SILVIA,Guerrilla,M-19,1
319876,1981,Caquetá,SAN VICENTE DEL CAGU?N,Guerrilla,M-19,1
319877,1981,Tolima,ESPINAL,Guerrilla,M-19,1
319878,1981,"Bogotá D.C.","Bogotá D.C.",Guerrilla,M-19,1
319879,1981,Valle del Cauca,YUMBO,Guerrilla,M-19,1
319880,1981,Caquetá,FLORENCIA,Guerrilla,M-19,1
319882,1981,"Bogotá D.C.","Bogotá D.C.",Guerrilla,M-19,2
319883,1981,"Bogotá D.C.","Bogotá D.C.",Guerrilla,M-19,1
319884,1981,Caquetá,ALBANIA,Guerrilla,M-19,1
319885,1981,Putumayo,PUERTO AS?S,Guerrilla,M-19,1
319887,1981,Antioquia,MEDELL?N,Guerrilla,M-19,1
319888,1981,Caquetá,MORELIA,Guerrilla,M-19,1
319889,1981,Huila,GARZ?N,Guerrilla,M-19,1
319890,1981,Caquetá,ALBANIA,Guerrilla,M-19,1
319892,1982,Caquetá,FLORENCIA,Guerrilla,M-19,1
319893,1982,Caquetá,FLORENCIA,Guerrilla,M-19,1
319894,1982,Caquetá,MORELIA,Guerrilla,M-19,1
319895,1982,Caquetá,FLORENCIA,Guerrilla,M-19,1
319896,1982,Valle del Cauca,ANSERMANUEVO,Guerrilla,M-19,1
319897,1982,Putumayo,MOCOA,Guerrilla,M-19,1
319898,1982,Caquetá,LA MONTA�ITA,Guerrilla,M-19,1
319899,1982,Atlántico,BARRANQUILLA,Guerrilla,M-19,1
319900,1982,Atlántico,BARRANQUILLA,Guerrilla,M-19,3
319902,1982,Valle del Cauca,CALI,Guerrilla,M-19,1
319903,1982,Huila,GARZ?N,Guerrilla,M-19,1
319904,1982,"Bogotá D.C.","Bogotá D.C.",Guerrilla,M-19,1
319905,1982,Caquetá,MORELIA,Guerrilla,M-19,1
319906,1982,Valle del Cauca,CALI,Guerrilla,M-19,1
319907,1982,Valle del Cauca,CALI,Guerrilla,M-19,1
319908,1982,Santander,BUCARAMANGA,Guerrilla,M-19,1
319909,1982,Santander,BUCARAMANGA,Guerrilla,M-19,1
319910,1983,Guaviare,SAN JOS� DEL Guaviare,Guerrilla,M-19,1
319911,1983,"Bogotá D.C.","Bogotá D.C.",Guerrilla,M-19,1
319912,1983,Cauca,POPAY?N,Guerrilla,M-19,1
319913,1983,Norte de Santander,EL ZULIA,Guerrilla,M-19,1
319914,1983,Antioquia,MARINILLA,Guerrilla,M-19,1
319915,1983,Antioquia,MARINILLA,Guerrilla,M-19,1
319916,1983,Antioquia,MARINILLA,Guerrilla,M-19,1
319917,1983,Antioquia,MARINILLA,Guerrilla,M-19,1
319918,1983,Valle del Cauca,CARTAGO,Guerrilla,M-19,1
319919,1983,Arauca,TAME,Guerrilla,M-19,1
319921,1984,Caquetá,FLORENCIA,Guerrilla,M-19,1
319922,1984,Caquetá,FLORENCIA,Guerrilla,M-19,1
319923,1984,Cauca,TORIB?O,Guerrilla,M-19,1
319924,1984,Caquetá,FLORENCIA,Guerrilla,M-19,1
319925,1984,Huila,SUAZA,Guerrilla,M-19,1
319926,1984,Valle del Cauca,CALI,Guerrilla,M-19,1
319927,1984,Valle del Cauca,YUMBO,Guerrilla,M-19,1
319928,1984,Meta,VILLAVICENCIO,Guerrilla,M-19,1
319929,1984,Huila,PITALITO,Guerrilla,M-19,1
319930,1984,Cauca,MIRANDA,Guerrilla,M-19,1
319931,1984,Cauca,CORINTO,Guerrilla,M-19,1
319932,1984,Huila,GARZ?N,Guerrilla,M-19,1
319933,1985,Cauca,Santander DE QUILICHAO,Guerrilla,M-19,1
319934,1985,Huila,SIN INFORMACION,Guerrilla,M-19,1
319935,1985,Tolima,ALPUJARRA,Guerrilla,M-19,1
319937,1985,"Bogotá D.C.","Bogotá D.C.",Guerrilla,M-19,1
319938,1985,Caldas,BELALC?ZAR,Guerrilla,M-19,1
319939,1985,Caldas,BELALC?ZAR,Guerrilla,M-19,1
319940,1985,"Bogotá D.C.","Bogotá D.C.",Guerrilla,M-19,1
319941,1985,Cauca,CORINTO,Guerrilla,M-19,1
319942,1985,Tolima,RIOBLANCO,Guerrilla,M-19,1
319943,1985,Tolima,RIOBLANCO,Guerrilla,M-19,5
319944,1985,Tolima,RIOBLANCO,Guerrilla,M-19,1
319945,1985,Tolima,RIOBLANCO,Guerrilla,M-19,1
319946,1985,Cauca,P?EZ,Guerrilla,M-19,1
319947,1985,Cauca,P?EZ,Guerrilla,M-19,1
319954,1985,Antioquia,SAN VICENTE FERRER,Guerrilla,M-19,1
319955,1986,Cauca,SILVIA,Guerrilla,M-19,1
319956,1986,Cauca,SILVIA,Guerrilla,M-19,1
319957,1986,Cauca,SILVIA,Guerrilla,M-19,1
319958,1986,Valle del Cauca,CALI,Guerrilla,M-19,1
319959,1986,Cauca,BUENOS AIRES,Guerrilla,M-19,1
319960,1986,Risaralda,SANTUARIO,Guerrilla,M-19,1
319961,1986,"Bogotá D.C.","Bogotá D.C.",Guerrilla,M-19,1
319962,1986,Chocó,UNGU?A,Guerrilla,M-19,1
319965,1986,Antioquia,SAN PEDRO DE URAB?,Guerrilla,M-19,1
319967,1986,Antioquia,BELMIRA,Guerrilla,No identificada,2
319968,1986,Cauca,P?EZ,Guerrilla,M-19,1
319969,1986,"Bogotá D.C.","Bogotá D.C.",Guerrilla,M-19,1
319970,1986,Huila,NEIVA,Guerrilla,M-19,1
319971,1987,Valle del Cauca,GINEBRA,Guerrilla,M-19,1
319972,1987,Tolima,NATAGAIMA,Guerrilla,M-19,1
319973,1987,Tolima,NATAGAIMA,Guerrilla,M-19,1
319974,1988,"Bogotá D.C.","Bogotá D.C.",Guerrilla,M-19,1
319975,1988,"Bogotá D.C.","Bogotá D.C.",Guerrilla,M-19,1
319976,1988,Santander,PUERTO WILCHES,Guerrilla,M-19,1
319977,1988,Tolima,IBAGU�,Guerrilla,M-19,1
319978,1988,Cundinamarca,FACATATIV?,Guerrilla,M-19,1
319979,1988,"Bogotá D.C.","Bogotá D.C.",Guerrilla,M-19,1
319980,1988,Huila,SUAZA,Guerrilla,M-19,1
319981,1988,Valle del Cauca,JAMUND?,Guerrilla,M-19,1
319982,1988,Cauca,CORINTO,Guerrilla,M-19,1
319983,1988,Cauca,CORINTO,Guerrilla,M-19,1
319984,1988,Cauca,CORINTO,Guerrilla,M-19,1
319985,1988,Caquetá,ALBANIA,Guerrilla,M-19,1
319986,1988,Caquetá,BEL�N DE LOS ANDAQU?ES,Guerrilla,M-19,1
319987,1988,Cauca,POPAY?N,Guerrilla,M-19,1
319988,1988,Cauca,CALOTO,Guerrilla,M-19,1
319989,1988,Huila,GUADALUPE,Guerrilla,M-19,1
319990,1988,Huila,GUADALUPE,Guerrilla,M-19,1
319991,1988,Cauca,ROSAS,Guerrilla,M-19,1
319992,1988,Tolima,IBAGU�,Guerrilla,M-19,1
319993,1988,Tolima,IBAGU�,Guerrilla,M-19,1
319994,1988,Caquetá,MORELIA,Guerrilla,Otra,4
319999,1988,Valle del Cauca,CALI,Guerrilla,M-19,1
320000,1988,Cauca,CORINTO,Guerrilla,M-19,1
320001,1988,Caquetá,FLORENCIA,Guerrilla,M-19,1
320002,1989,Cesar,CHIMICHAGUA,Guerrilla,M-19,1
320003,1989,Caquetá,FLORENCIA,Guerrilla,M-19,1
320004,1989,Valle del Cauca,PRADERA,Guerrilla,M-19,1
320005,1989,Huila,ACEVEDO,Guerrilla,M-19,1
320006,1989,Cauca,CALDONO,Guerrilla,M-19,1
320007,1989,Cauca,CALDONO,Guerrilla,M-19,1
320008,1989,Cauca,CALDONO,Guerrilla,M-19,1
320009,1989,Caquetá,SAN JOS� DEL FRAGUA,Guerrilla,M-19,1
320010,1989,Huila,ACEVEDO,Guerrilla,M-19,1
320011,1989,Valle del Cauca,PRADERA,Guerrilla,M-19,1
320012,1989,Huila,TIMAN?,Guerrilla,M-19,1
320013,1989,Tolima,SALDA�A,Guerrilla,M-19,1
320014,1989,Cauca,Santander DE QUILICHAO,Guerrilla,M-19,1
320015,1989,Caquetá,BEL�N DE LOS ANDAQU?ES,Guerrilla,M-19,1
320016,1989,Caquetá,SAN JOS� DEL FRAGUA,Guerrilla,M-19,1
320017,1989,Huila,PITALITO,Guerrilla,M-19,1
320018,1989,Antioquia,MEDELL?N,Guerrilla,M-19,1
320019,1989,Risaralda,PEREIRA,Guerrilla,M-19,1
320020,1989,Cauca,PURAC�,Guerrilla,M-19,1
320021,1989,Tolima,CAJAMARCA,Guerrilla,M-19,1
320023,1989,Tolima,ALVARADO,Guerrilla,M-19,1
320024,1989,Tolima,GUAMO,Guerrilla,M-19,1
320025,1989,Cauca,POPAY?N,Guerrilla,M-19,1
320026,1990,Cauca,CALOTO,Guerrilla,M-19,1
320027,1990,Huila,GUADALUPE,Guerrilla,M-19,1
320028,1990,Huila,TIMAN?,Guerrilla,,1
320029,1991,Huila,PITALITO,Guerrilla,,1
320030,1991,Huila,TARQUI,Guerrilla,,1
320031,1991,Norte de Santander,C?CUTA,Guerrilla,,1
320032,1991,Risaralda,QUINCH?A,Guerrilla,,1
320033,1991,Antioquia,FRONTINO,Guerrilla,,1
320034,1991,Santander,LEBRIJA,Guerrilla,,1
320035,1991,Norte de Santander,C?CUTA,Guerrilla,,1
320036,1991,Antioquia,SIN INFORMACION,Guerrilla,,1
320037,1991,Norte de Santander,C?CUTA,Guerrilla,,1
320038,1991,Norte de Santander,C?CUTA,Guerrilla,,1
320039,1991,Norte de Santander,EL ZULIA,Guerrilla,,1
320040,1991,Magdalena,FUNDACI?N,Guerrilla,,1
320041,1991,Magdalena,FUNDACI?N,Guerrilla,,1
320042,1991,Antioquia,FRONTINO,Guerrilla,,1
320043,1991,Magdalena,CI�NAGA,Guerrilla,,1
320044,1991,Norte de Santander,?BREGO,Guerrilla,,1
320045,1991,Antioquia,FRONTINO,Guerrilla,,1
320046,1991,Antioquia,SOPETR?N,Guerrilla,,1
320047,1991,Magdalena,ARACATACA,Guerrilla,,1
320048,1991,Norte de Santander,?BREGO,Guerrilla,,1
320049,1991,Norte de Santander,EL ZULIA,Guerrilla,,1
320050,1991,La Guajira,RIOHACHA,Guerrilla,,1
320051,1991,Norte de Santander,EL ZULIA,Guerrilla,,1
320052,1991,Antioquia,URRAO,Guerrilla,,1
320053,1991,Antioquia,MEDELL?N,Guerrilla,,1
320054,1991,Magdalena,FUNDACI?N,Guerrilla,,1
320055,1991,Norte de Santander,C?CUTA,Guerrilla,,1
320056,1991,Norte de Santander,C?CUTA,Guerrilla,,1
320057,1991,Norte de Santander,C?CUTA,Guerrilla,,1
320058,1991,Norte de Santander,C?CUTA,Guerrilla,,1
320059,1991,Norte de Santander,C?CUTA,Guerrilla,,1
320060,1991,La Guajira,SAN JUAN DEL Cesar,Guerrilla,,1
320061,1991,Norte de Santander,C?CUTA,Guerrilla,,1
320062,1991,Norte de Santander,C?CUTA,Guerrilla,,1
320063,1991,Norte de Santander,SARDINATA,Guerrilla,,1
320064,1991,Córdoba,BUENAVISTA,Guerrilla,,1
320065,1991,Huila,PITALITO,Guerrilla,,1
320066,1991,Cauca,ARGELIA,Guerrilla,,1
320067,1991,Cauca,ARGELIA,Guerrilla,,1
320068,1991,Cauca,ARGELIA,Guerrilla,,1
320069,1991,Cauca,ARGELIA,Guerrilla,,1
320070,1991,Cauca,ARGELIA,Guerrilla,,1
320071,1991,Cauca,ARGELIA,Guerrilla,,1
320072,1991,Cauca,ARGELIA,Guerrilla,,1
320073,1991,Cauca,ARGELIA,Guerrilla,,1
320074,1991,Cauca,ARGELIA,Guerrilla,,1
320075,1991,Norte de Santander,C?CUTA,Guerrilla,,1
320076,1991,Norte de Santander,C?CUTA,Guerrilla,,1
320077,1991,Norte de Santander,C?CUTA,Guerrilla,,1
320078,1991,Cesar,SAN MART?N,Guerrilla,,1
320079,1991,Norte de Santander,OCA�A,Guerrilla,,1
320080,1991,Norte de Santander,C?CUTA,Guerrilla,,1
320081,1991,La Guajira,RIOHACHA,Guerrilla,,1
320082,1991,Magdalena,FUNDACI?N,Guerrilla,,1
320083,1991,Magdalena,CI�NAGA,Guerrilla,,1
320085,1991,Norte de Santander,TIB?,Guerrilla,,1
320086,1991,Norte de Santander,EL ZULIA,Guerrilla,,1
320087,1991,Risaralda,BEL�N DE UMBR?A,Guerrilla,,1
320088,1991,Bolívar,SAN JACINTO,Guerrilla,,1
320089,1991,Santander,PUERTO WILCHES,Guerrilla,,1
320090,1981,Caquetá,PUERTO RICO,Guerrilla,M-19,2
320092,1982,Valle del Cauca,CALI,Guerrilla,M-19,1
320093,1985,Antioquia,URRAO,Guerrilla,Otra,5
320098,1986,Tolima,ARMERO GUAYABAL,Guerrilla,M-19,1
320099,2001,Valle del Cauca,JAMUND?,Guerrilla,,1
320100,1995,Valle del Cauca,RIOFR?O,Guerrilla,"Disidencia M-19 ""Jaime Bateman Cay�n""",2
320102,2015,Huila,TELLO,Grupo Posdesmovilización,No Identificado,1
320103,2015,Meta,VILLAVICENCIO,Grupo Posdesmovilización,No Identificado,1
320104,2015,Valle del Cauca,BUENAVENTURA,Grupo Posdesmovilización,No Identificado,1
320106,2015,Meta,LEJAN?AS,Grupo Posdesmovilización,No Identificado,1
320107,2015,Antioquia,NECOCL?,Grupo Posdesmovilización,No Identificado,1
320108,2015,Antioquia,NECOCL?,Grupo Posdesmovilización,No Identificado,3
320111,1986,Caldas,LA DORADA,Grupo Paramilitar,Autodefensas Campesinas del Magdalena Medio,1
320112,1996,Antioquia,ANDES,Grupo Paramilitar,Autodefensas Campesinas de C�rdoba y Urab� (ACCU),1
320113,2002,Caquetá,CARTAGENA DEL CHAIR?,Guerrilla,FARC,1
320114,2000,Caquetá,FLORENCIA,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
320115,0,"Bogotá D.C.","Bogotá D.C.",Guerrilla,FARC,1
320116,1999,Caquetá,CURILLO,Guerrilla,FARC,12
320127,1967,SIN INFORMACION,SIN INFORMACION,Bandolerismo,,1
320128,0,Antioquia,MEDELL?N,Grupo Paramilitar,No Identificado,1
320130,1994,SIN INFORMACION,SIN INFORMACION,Guerrilla,ELN,1
320132,1993,Norte de Santander,OCA�A,Guerrilla,Disidencia EPL,1
320133,2003,Antioquia,VALDIVIA,Grupo Armado No Identificado,No aplica,2
320134,1987,Antioquia,SAN ROQUE,Guerrilla,No Identificada,1
320135,1995,Tolima,ICONONZO,Guerrilla,No Identificada,1
320141,1996,Antioquia,BETANIA,Grupo Paramilitar,Autodefensas Campesinas de C�rdoba y Urab� (ACCU),1
320142,1998,Valle del Cauca,YUMBO,Guerrilla,No Identificada,1
320143,2000,Santander,LEBRIJA,Guerrilla,ELN,1
320144,2003,Valle del Cauca,GUADALAJARA DE BUGA,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
320145,2005,Arauca,FORTUL,Guerrilla,ELN,1
320147,0,Antioquia,YOND?,Guerrilla,FARC,1
320148,2002,Santander,BARRANCABERMEJA,Grupo Paramilitar,No Identificado,1
320149,2001,Santander,BARRANCABERMEJA,Desconocido,No aplica,1
320150,1999,Antioquia,COPACABANA,Grupo Paramilitar,No Identificado,1
320152,0,SIN INFORMACION,SIN INFORMACION,Guerrilla,FARC,1
320154,0,Guainía,BARRANCO MINAS,Guerrilla,FARC,2
320155,1996,Cesar,AGUACHICA,Guerrilla,ELN,1
320156,2002,Cauca,Bolívar,Guerrilla,No Identificada,1
320157,0,Cauca,Bolívar,Guerrilla,ELN,1
320158,1998,Putumayo,PUERTO AS?S,Guerrilla,FARC,2
320159,0,Putumayo,PUERTO AS?S,Grupo Paramilitar,No Identificado,1
320160,2003,Putumayo,PUERTO AS?S,Grupo Paramilitar,No Identificado,1
320161,2002,Putumayo,PUERTO AS?S,Grupo Paramilitar,No Identificado,1
320162,2001,Risaralda,SANTUARIO,Grupo Paramilitar,No Identificado,1
320167,1986,Sucre,SIN INFORMACION,Guerrilla,EPL,1
320168,1993,Antioquia,AMALFI,Guerrilla,ELN,1
320169,2001,SIN INFORMACION,SIN INFORMACION,Grupo Paramilitar,No Identificado,1
320170,1991,Antioquia,NECOCL?,Guerrilla,EPL,1
320172,1992,SIN INFORMACION,SIN INFORMACION,Guerrilla,ELN,2
320174,1994,SIN INFORMACION,SIN INFORMACION,Grupo Armado No Identificado,No aplica,1
320176,1991,Cesar,CHIRIGUAN?,Guerrilla,ELN,1
320177,2000,Magdalena,CHIVOLO,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
320178,2006,Caquetá,CARTAGENA DEL CHAIR?,Guerrilla,FARC,1
320180,2002,Santander,CONTRATACI?N,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
320181,1998,Magdalena,CHIVOLO,Grupo Armado No Identificado,No aplica,1
320182,2002,Cundinamarca,CH?A,Grupo Paramilitar,No Identificado,1
320184,2002,Tolima,CHAPARRAL,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,2
320185,2009,Putumayo,PUERTO LEGU?ZAMO,Guerrilla,No Identificada,1
320187,0,Meta,VISTAHERMOSA,Guerrilla,No Identificada,1
320189,1998,Meta,VISTAHERMOSA,Guerrilla,FARC,1
320192,2001,Meta,VISTAHERMOSA,Guerrilla,FARC,1
320193,1993,Antioquia,SEGOVIA,Guerrilla,No Identificada,1
320194,1995,Norte de Santander,TIB?,Guerrilla,No Identificada,1
320195,2004,Arauca,TAME,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
320197,2004,Norte de Santander,C?CUTA,Grupo Paramilitar,No Identificado,1
320199,0,Meta,VILLAVICENCIO,Guerrilla,No Identificada,1
320204,0,Meta,PUERTO LLERAS,Guerrilla,No Identificada,1
320207,0,Cundinamarca,TOPAIP?,Agente del Estado - Grupo Paramilitar,,1
320210,0,Antioquia,URRAO,Guerrilla,FARC,1
320211,1992,Cesar,AGUST?N CODAZZI,Guerrilla,Disidencia EPL,1
320212,2000,Cesar,AGUST?N CODAZZI,Guerrilla,No Identificada,1
320213,1991,Norte de Santander,SAN CAYETANO,Guerrilla,No Identificada,1
320214,1995,Magdalena,FUNDACI?N,Grupo Paramilitar,No Identificado,1
320215,2003,Putumayo,VALLE DEL GUAMUEZ,Grupo Paramilitar,No Identificado,1
320216,1993,Antioquia,FRONTINO,Guerrilla,FARC,1
320217,1996,Antioquia,SAN VICENTE FERRER,Grupo Armado No Identificado,No aplica,1
320221,1965,"Bogotá D.C.","Bogotá D.C.",Desconocido,No aplica,2
320223,1965,Boyacá,SIN INFORMACION,Bandolerismo,No Identificado,2
320228,1963,QUINDIO,MONTENEGRO,Bandolerismo,No identificado,2
320230,1971,Santander,CIMITARRA,Guerrilla,ELN,7
320237,1999,Meta,LEJAN?AS,Guerrilla,FARC,1
320238,1987,Cesar,SAN ALBERTO,Guerrilla,No Identificada,1
320239,1995,Cesar,AGUACHICA,Grupo Armado No Identificado,No aplica,1
320240,1986,Antioquia,ITAG�?,Grupo Armado No Identificado,No aplica,1
320242,0,"Bogotá D.C.","Bogotá D.C.",Grupo Armado No Identificado,No aplica,1
320243,1994,Santander,PUERTO PARRA,Guerrilla,No Identificada,1
320244,2007,Antioquia,LA CEJA,Desconocido,No aplica,2
320245,2000,Meta,LEJAN?AS,Guerrilla,No Identificada,1
320248,2005,Antioquia,BRICE�O,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,2
320249,0,SIN INFORMACION,SIN INFORMACION,Guerrilla,FARC,1
320250,2005,Antioquia,MEDELL?N,Desconocido,No aplica,1
320251,1984,Cesar,PAILITAS,Guerrilla,ELN,1
320253,1985,Cundinamarca,YACOP?,Guerrilla,No Identificada,1
320254,1985,Cauca,PAT?A,Guerrilla,FARC,1
320274,2016,Chocó,QUIBD?,Guerrilla,ELN,2
320276,2016,Norte de Santander,OCA�A,Guerrilla,ELN,1
320277,2016,Norte de Santander,EL TARRA,Guerrilla,ELN,1
320278,2016,Norte de Santander,EL TARRA,Guerrilla,ELN,2
320285,2016,Norte de Santander,EL TARRA,Grupo Armado No Identificado,No aplica,2
320292,2014,Casanare,AGUAZUL,Guerrilla,ELN,1
320293,1998,Meta,GRANADA,Grupo Armado No Identificado,No aplica,1
320294,2004,Antioquia,CIUDAD Bolívar,Guerrilla,ERG,2
320297,1992,Antioquia,SAN PEDRO DE URAB?,Guerrilla,Disidencia EPL,1
320298,0,SIN INFORMACION,SIN INFORMACION,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
320301,2006,Tolima,CHAPARRAL,Grupo Posdesmovilización,Otro,2
320304,2001,Antioquia,CA�ASGORDAS,Guerrilla,FARC,1
320305,2001,Antioquia,SIN INFORMACION,Guerrilla,FARC,1
320306,2001,Antioquia,URAMITA,Guerrilla,FARC,1
