ano,dept,municipio,modalidad,presuntoRes,desPresuntoRes,num
2000,Antioquia,SALGAR,Desconocida,Guerrilla,No Identificada,1
2000,Tolima,IBAGU�,Desconocida,Guerrilla,No Identificada,1
2000,Valle del Cauca,DAGUA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Cundinamarca,?TICA,Desconocida,Guerrilla,No Identificada,1
2000,Cundinamarca,?TICA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Boyacá,GARAGOA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Norte de Santander,TIB?,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,ZONA BANANERA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,APARTAD?,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Nariño,POLICARPA,Desconocida,Guerrilla,No Identificada,1
2000,Bolívar,EL CARMEN DE Bolívar,Desconocida,Desconocido,No aplica,1
2000,Valle del Cauca,DAGUA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Bolívar,MAR?A LA BAJA,Retenci�n/Ejecuci�n,Grupo Armado No Identificado,No aplica,1
2000,Bolívar,ZAMBRANO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Arauca,Arauca,Desconocida,Desconocido,No aplica,1
2000,Boyacá,ZETAQUIRA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Nariño,LEIVA,Desconocida,Guerrilla,No Identificada,1
2000,Antioquia,MONTEBELLO,Desconocida,Desconocido,No aplica,1
2000,Meta,SAN JUAN DE ARAMA,Desconocida,Guerrilla,No Identificada,1
2000,Putumayo,VALLE DEL GUAMUEZ,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Caquetá,BEL�N DE LOS ANDAQU?ES,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,GRANADA,Desconocida,Desconocido,No aplica,1
2000,Cauca,Bolívar,Desconocida,Guerrilla,No Identificada,1
2000,Norte de Santander,TIB?,Desconocida,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
2000,Norte de Santander,C?CUTA,Desconocida,Desconocido,No aplica,1
2000,Guaviare,MIRAFLORES,Desconocida,Guerrilla,No Identificada,1
2000,Antioquia,SAN ROQUE,Retenci�n/Ejecuci�n,Guerrilla,No Identificada,1
2000,Antioquia,SONS?N,Desconocida,Guerrilla,No Identificada,1
2000,Magdalena,PIVIJAY,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,VENECIA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Sucre,MAJAGUAL,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,ZONA BANANERA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Bolívar,CARTAGENA DE INDIAS,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Cesar,PUEBLO BELLO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,ZONA BANANERA,Retenci�n/Ejecuci�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
2000,Tolima,ROVIRA,Desconocida,Guerrilla,No Identificada,1
2000,Caldas,PENSILVANIA,Desconocida,Guerrilla,No Identificada,1
2000,Bolívar,CANTAGALLO,Desconocida,Guerrilla,No Identificada,1
2000,Putumayo,SAN MIGUEL,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Tolima,RONCESVALLES,Desconocida,Guerrilla,No Identificada,1
2000,Antioquia,URRAO,Desconocida,Desconocido,No aplica,1
2000,Cauca,CAJIB?O,Desconocida,Guerrilla,No Identificada,1
2000,Chocó,ISTMINA,Desconocida,Guerrilla,No Identificada,1
2000,Chocó,MEDIO ATRATO,Desconocida,Guerrilla,No Identificada,1
2000,Valle del Cauca,TULU?,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Cauca,BUENOS AIRES,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Santander,RIONEGRO,Desconocida,Desconocido,No aplica,1
2000,Cauca,BUENOS AIRES,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Cauca,BUENOS AIRES,Desconocida,Desconocido,No aplica,1
2000,Cauca,BUENOS AIRES,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Bolívar,Córdoba,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Cesar,AGUACHICA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Cauca,BUENOS AIRES,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Meta,PUERTO RICO,Desconocida,Guerrilla,No Identificada,1
2000,Antioquia,CONCORDIA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Valle del Cauca,EL DOVIO,Desconocida,Guerrilla,No Identificada,1
2000,Bolívar,ZAMBRANO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Bolívar,SIMIT?,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Meta,VILLAVICENCIO,Desconocida,Guerrilla,No Identificada,1
2000,Boyacá,CHIVOR,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,EL CARMEN DE VIBORAL,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Sucre,COLOSO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,PLATO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,AMAG?,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,AMAG?,Desconocida,Desconocido,No aplica,1
2000,Antioquia,AMAG?,Desconocida,Desconocido,No aplica,1
2000,Antioquia,MEDELL?N,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Putumayo,PUERTO AS?S,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Putumayo,PUERTO AS?S,Retenci�n/Ejecuci�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
2000,Magdalena,SABANAS DE SAN ?NGEL,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,SANTA ROSA DE OSOS,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Chocó,ACAND?,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Valle del Cauca,TULU?,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,ARACATACA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Bolívar,EL CARMEN DE Bolívar,Desconocida,Desconocido,No aplica,1
2000,Cauca,INZ?,Desconocida,Guerrilla,No Identificada,1
2000,Valle del Cauca,TULU?,Incursi�n,Grupo Armado No Identificado,No aplica,1
2000,Antioquia,ANZ?,Desconocida,Desconocido,No aplica,1
2000,Bolívar,ZAMBRANO,Desconocida,Desconocido,No aplica,1
2000,Magdalena,EL RET�N,Desconocida,Desconocido,No aplica,1
2000,Cesar,SAN MART?N,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,ZONA BANANERA,Asalto,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
2000,Antioquia,SANTO DOMINGO,Desconocida,Desconocido,No aplica,1
2000,Magdalena,FUNDACI?N,Desconocida,Desconocido,No aplica,1
2000,Magdalena,ZONA BANANERA,Desconocida,Guerrilla,No Identificada,1
2000,Magdalena,CERRO DE SAN ANTONIO,Desconocida,Desconocido,No aplica,1
2000,Magdalena,PIVIJAY,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,CERRO DE SAN ANTONIO,Desconocida,Desconocido,No aplica,1
2000,Bolívar,ARJONA,Citaci�n,Grupo Paramilitar,No Identificado,1
2000,Sucre,OVEJAS,Desconocida,Desconocido,No aplica,1
2000,Huila,VILLAVIEJA,Desconocida,Guerrilla,No Identificada,1
2000,Putumayo,SAN MIGUEL,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Caldas,MARMATO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,SAN FRANCISCO,Desconocida,Guerrilla,No Identificada,1
2000,Nariño,ROBERTO PAY?N,Desconocida,Grupo Paramilitar,No Identificado,1
2000,SIN INFORMACION,SIN INFORMACION,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,ABEJORRAL,Desconocida,Guerrilla,No Identificada,1
2000,Magdalena,SANTA MARTA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Caquetá,SAN VICENTE DEL CAGU?N,Desconocida,Desconocido,No aplica,1
2000,Caquetá,PUERTO RICO,Desconocida,Guerrilla,No Identificada,1
2000,Antioquia,YARUMAL,Asalto,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
2000,Magdalena,PLATO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,PLATO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Cauca,MERCADERES,Desconocida,Desconocido,No aplica,1
2000,Bolívar,SIMIT?,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Bolívar,SIMIT?,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Nariño,CUMBITARA,Desconocida,Guerrilla,No Identificada,1
2000,Bolívar,SAN PABLO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,APARTAD?,Desconocida,Guerrilla,No Identificada,1
2000,Bolívar,SIMIT?,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,BETULIA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,RETIRO,Asalto,Grupo Paramilitar,No Identificado,1
2000,Antioquia,YOLOMB?,Desconocida,Guerrilla,No Identificada,1
2000,Cesar,VALLEDUPAR,Desconocida,Desconocido,No aplica,1
2000,Antioquia,URRAO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,ZONA BANANERA,Desconocida,Desconocido,No aplica,1
2000,Antioquia,BARBOSA,Desconocida,Desconocido,No aplica,1
2000,Norte de Santander,PUERTO Santander,Desconocida,Guerrilla,No Identificada,1
2000,Norte de Santander,PUERTO Santander,Desconocida,Guerrilla,No Identificada,1
2000,Putumayo,PUERTO AS?S,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,ALEJANDR?A,Desconocida,Grupo Paramilitar,No Identificado,1
2000,La Guajira,BARRANCAS,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Nariño,LA UNI?N,Desconocida,Guerrilla,No Identificada,1
2000,Antioquia,CA�ASGORDAS,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Chocó,JURAD?,Desconocida,Grupo Armado No Identificado,No aplica,1
2000,Valle del Cauca,TRUJILLO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Cesar,AGUST?N CODAZZI,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Santander,SABANA DE TORRES,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,YOND?,Desconocida,Desconocido,No aplica,1
2000,Antioquia,SAN FRANCISCO,Desconocida,Guerrilla,No Identificada,1
2000,Magdalena,CI�NAGA,Desconocida,Desconocido,No aplica,1
2000,Cauca,BUENOS AIRES,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Huila,ACEVEDO,Desconocida,Guerrilla,No Identificada,1
2000,Cauca,BUENOS AIRES,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,APARTAD?,Desconocida,Desconocido,No aplica,1
2000,Cesar,AGUACHICA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Valle del Cauca,JAMUND?,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Norte de Santander,TIB?,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Atlántico,MALAMBO,Desconocida,Desconocido,No aplica,1
2000,Antioquia,SAN VICENTE FERRER,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,BETULIA,Desconocida,Guerrilla,No Identificada,1
2000,Cesar,AGUACHICA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Nariño,EL TABL?N DE G?MEZ,Desconocida,Guerrilla,No Identificada,1
2000,La Guajira,MANAURE,Desconocida,Desconocido,No aplica,1
2000,La Guajira,BARRANCAS,Desconocida,Grupo Paramilitar,No Identificado,1
2000,La Guajira,BARRANCAS,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,FUNDACI?N,Desconocida,Desconocido,No aplica,1
2000,Magdalena,ZONA BANANERA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Bolívar,Córdoba,Retenci�n/Ejecuci�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
2000,Magdalena,PLATO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Cauca,BUENOS AIRES,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,SAN SEBASTI?N DE BUENAVISTA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Santander,BARRANCABERMEJA,Retenci�n,Desconocido,No aplica,1
2000,Norte de Santander,C?CUTA,Desconocida,Desconocido,No aplica,1
2000,Magdalena,FUNDACI?N,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Putumayo,VALLE DEL GUAMUEZ,Desconocida,Desconocido,No aplica,1
2000,Cauca,BUENOS AIRES,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,MEDELL?N,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Bolívar,SANTA ROSA DEL SUR,Desconocida,Guerrilla,No Identificada,1
2000,Antioquia,BARBOSA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Cesar,CHIMICHAGUA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,BARBOSA,Desconocida,Desconocido,No aplica,1
2000,Magdalena,ARACATACA,Desconocida,Guerrilla,No Identificada,1
2000,Magdalena,FUNDACI?N,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,SAN VICENTE FERRER,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,ZONA BANANERA,Asalto,Grupo Armado No Identificado,No aplica,1
2000,Magdalena,ZONA BANANERA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Bolívar,ZAMBRANO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Norte de Santander,C?CUTA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Huila,COLOMBIA,Desconocida,Desconocido,No aplica,1
2000,Magdalena,ZONA BANANERA,Desconocida,Desconocido,No aplica,1
2000,Antioquia,CaucaSIA,Desconocida,Desconocido,No aplica,1
2000,Antioquia,CaucaSIA,Desconocida,Desconocido,No aplica,1
2000,Antioquia,YARUMAL,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,SAN CARLOS,Desconocida,Guerrilla,No Identificada,1
2000,Bolívar,ZAMBRANO,Desconocida,Guerrilla,No Identificada,1
2000,Magdalena,PLATO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Sucre,Sucre,Desconocida,Desconocido,No aplica,1
2000,Magdalena,PLATO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,PLATO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,SAN RAFAEL,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,PLATO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,PLATO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Norte de Santander,TIB?,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,SEGOVIA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Bolívar,ZAMBRANO,Desconocida,Desconocido,No aplica,1
2000,Magdalena,ZONA BANANERA,Asalto,Grupo Paramilitar,No Identificado,1
2000,Antioquia,SAN ROQUE,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,ZONA BANANERA,Desconocida,Desconocido,No aplica,1
2000,Magdalena,ARIGUAN?,Asalto,Grupo Armado No Identificado,No aplica,1
2000,Magdalena,ZONA BANANERA,Desconocida,Desconocido,No aplica,1
2000,Bolívar,ACH?,Desconocida,Desconocido,No aplica,1
2000,Magdalena,TENERIFE,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,ZONA BANANERA,Desconocida,Desconocido,No aplica,1
2000,Bolívar,SAN MART?N DE LOBA,Retenci�n/Ejecuci�n,Grupo Paramilitar,No Identificado,1
2000,Cesar,EL COPEY,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Putumayo,VALLE DEL GUAMUEZ,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Cesar,EL COPEY,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Casanare,PAZ DE ARIPORO,Desconocida,Desconocido,No aplica,1
2000,Putumayo,PUERTO CAICEDO,Desconocida,Guerrilla,No Identificada,1
2000,Antioquia,BARBOSA,Desconocida,Desconocido,No aplica,1
2000,Putumayo,VALLE DEL GUAMUEZ,Desconocida,Guerrilla,No Identificada,1
2000,Bolívar,EL CARMEN DE Bolívar,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,ZONA BANANERA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,PIVIJAY,Desconocida,Grupo Paramilitar,No Identificado,1
2000,La Guajira,SAN JUAN DEL Cesar,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,CAREPA,Retenci�n/Ejecuci�n,Grupo Paramilitar,No Identificado,1
2000,Magdalena,ZONA BANANERA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Bolívar,SANTA ROSA,Desconocida,Desconocido,No aplica,1
2000,Antioquia,BARBOSA,Desconocida,Desconocido,No aplica,1
2000,Meta,MESETAS,Desconocida,Guerrilla,No Identificada,1
2000,Norte de Santander,EL ZULIA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,PLATO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,EL SANTUARIO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Cauca,EL TAMBO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Cauca,Bolívar,Desconocida,Desconocido,No aplica,1
2000,Sucre,TOL? VIEJO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Bolívar,ZAMBRANO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Norte de Santander,TIB?,Desconocida,Desconocido,No aplica,1
2000,Antioquia,BARBOSA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,BELLO,Desconocida,Grupo Armado No Identificado,No aplica,1
2000,SIN INFORMACION,SIN INFORMACION,Desconocida,Desconocido,No aplica,1
2000,La Guajira,DIBULLA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Tolima,ORTEGA,Desconocida,Guerrilla,No Identificada,1
2000,Antioquia,SANTO DOMINGO,Desconocida,Desconocido,No aplica,1
2000,Magdalena,ARIGUAN?,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,SABANAS DE SAN ?NGEL,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,YOLOMB?,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,EL BANCO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,YOLOMB?,Desconocida,Desconocido,No aplica,1
2000,Antioquia,MEDELL?N,Desconocida,Desconocido,No aplica,1
2000,Magdalena,SANTA MARTA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Cauca,EL TAMBO,Desconocida,Desconocido,No aplica,1
2000,Tolima,CASABIANCA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,MEDELL?N,Desconocida,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
2000,Antioquia,CA�ASGORDAS,Desconocida,Guerrilla,No Identificada,1
2000,Santander,CHARAL?,Desconocida,Grupo Paramilitar,No Identificado,1
2000,La Guajira,RIOHACHA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Tolima,CHAPARRAL,Desconocida,Guerrilla,No Identificada,1
2000,Magdalena,ZONA BANANERA,Desconocida,Desconocido,No aplica,1
2000,Cauca,EL TAMBO,Desconocida,Guerrilla,No Identificada,1
2000,Antioquia,SAN RAFAEL,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Chocó,SIN INFORMACION,Desconocida,Grupo Armado No Identificado,No aplica,1
2000,La Guajira,VILLANUEVA,Desconocida,Desconocido,No aplica,1
2000,Nariño,SAN ANDR�S DE TUMACO,Desconocida,Guerrilla,No Identificada,1
2000,Magdalena,ZONA BANANERA,Asalto,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
2000,La Guajira,VILLANUEVA,Desconocida,Desconocido,No aplica,1
2000,Caldas,Risaralda,Desconocida,Desconocido,No aplica,1
2000,Magdalena,ALGARROBO,Desconocida,Desconocido,No aplica,1
2000,Nariño,BUESACO,Desconocida,Agente del Estado,No Identificado,1
2000,Putumayo,VALLE DEL GUAMUEZ,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,CAROLINA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Cesar,VALLEDUPAR,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Chocó,QUIBD?,Desconocida,Desconocido,No aplica,1
2000,Antioquia,CAROLINA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,MEDELL?N,Retenci�n/Ejecuci�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
2000,Antioquia,DONMAT?AS,Desconocida,Desconocido,No aplica,1
2000,Antioquia,SANTO DOMINGO,Desconocida,Guerrilla,No Identificada,1
2000,Antioquia,SANTO DOMINGO,Desconocida,Desconocido,No aplica,1
2000,Boyacá,CORRALES,Desconocida,Desconocido,No aplica,1
2000,Magdalena,ZONA BANANERA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,PLATO,Desconocida,Desconocido,No aplica,1
2000,Antioquia,ITAG�?,Desconocida,Desconocido,No aplica,1
2000,Antioquia,YOLOMB?,Desconocida,Desconocido,No aplica,1
2000,Magdalena,SABANAS DE SAN ?NGEL,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Bolívar,ZAMBRANO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,ANGOSTURA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,GRANADA,Desconocida,Guerrilla,No Identificada,1
2000,Bolívar,ZAMBRANO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,PLATO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,ZONA BANANERA,Desconocida,Desconocido,No aplica,1
2000,La Guajira,SAN JUAN DEL Cesar,Desconocida,Desconocido,No aplica,1
2000,Sucre,LOS PALMITOS,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,Nariño,Desconocida,Guerrilla,No Identificada,1
2000,Magdalena,FUNDACI?N,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,SANTA ROSA DE OSOS,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Bolívar,ZAMBRANO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Putumayo,VALLE DEL GUAMUEZ,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Arauca,SARAVENA,Desconocida,Guerrilla,No Identificada,1
2000,Valle del Cauca,JAMUND?,Desconocida,Guerrilla,No Identificada,1
2000,Bolívar,ZAMBRANO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Sucre,LOS PALMITOS,Coerci�n,Grupo Armado No Identificado,No aplica,1
2000,Antioquia,TURBO,Retenci�n/Ejecuci�n,Grupo Paramilitar,No Identificado,1
2000,Chocó,QUIBD?,Retenci�n/Ejecuci�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
2000,Sucre,COROZAL,Desconocida,Desconocido,No aplica,1
2000,Magdalena,FUNDACI?N,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Tolima,SAN ANTONIO,Desconocida,Desconocido,No aplica,1
2000,Cauca,Bolívar,Desconocida,Guerrilla,No Identificada,1
2000,Antioquia,ANGOSTURA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Santander,BARRANCABERMEJA,Retenci�n/Ejecuci�n,Grupo Paramilitar,No Identificado,1
2000,Arauca,SARAVENA,Desconocida,Guerrilla,No Identificada,1
2000,Magdalena,CI�NAGA,Desconocida,Desconocido,No aplica,1
2000,Magdalena,PLATO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,FUNDACI?N,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Bolívar,MAR?A LA BAJA,Desconocida,Guerrilla,No Identificada,1
2000,Antioquia,YOLOMB?,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,AMAG?,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,SALGAR,Desconocida,Guerrilla,No Identificada,1
2000,Antioquia,GRANADA,Desconocida,Guerrilla,No Identificada,1
2000,Valle del Cauca,CALIMA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Cauca,BUENOS AIRES,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,ALGARROBO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,SONS?N,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,LA UNI?N,Desconocida,Desconocido,No aplica,1
2000,Córdoba,LORICA,Desconocida,Desconocido,No aplica,1
2000,Santander,SIMACOTA,Desconocida,Desconocido,No aplica,1
2000,Córdoba,LORICA,Desconocida,Desconocido,No aplica,1
2000,Antioquia,EL SANTUARIO,Retenci�n/Ejecuci�n,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,1
2000,Valle del Cauca,TULU?,Retenci�n/Ejecuci�n,Grupo Armado No Identificado,Presencia GAO sin Atribuci�n,1
2000,Valle del Cauca,TULU?,Retenci�n/Ejecuci�n,Grupo Armado No Identificado,Presencia GAO sin Atribuci�n,1
2000,Putumayo,VILLAGARZ?N,Desconocida,Desconocido,No aplica,1
2000,Cesar,EL COPEY,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Caquetá,VALPARA?SO,Desconocida,Guerrilla,No Identificada,1
2000,Cesar,EL COPEY,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Meta,PUERTO RICO,Retenci�n,Guerrilla,No Identificada,1
2000,Cesar,VALLEDUPAR,Desconocida,Guerrilla,No Identificada,1
2000,Antioquia,ITUANGO,Retenci�n/Ejecuci�n,Grupo Paramilitar,No Identificado,1
2000,Antioquia,ARGELIA,Desconocida,Desconocido,No aplica,1
2000,Bolívar,ZAMBRANO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Caquetá,SOLITA,Desconocida,Guerrilla,No Identificada,1
2000,Cesar,EL COPEY,Desconocida,Desconocido,No aplica,1
2000,Antioquia,GRANADA,Desconocida,Guerrilla,No Identificada,1
2000,Córdoba,AYAPEL,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Bolívar,ZAMBRANO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Bolívar,MAR?A LA BAJA,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Antioquia,GRANADA,Desconocida,Guerrilla,No Identificada,1
2000,Antioquia,GRANADA,Desconocida,Guerrilla,No Identificada,1
2000,Cesar,LA JAGUA DE IBIRICO,Desconocida,Desconocido,No aplica,1
2000,Magdalena,EL RET�N,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Putumayo,SAN MIGUEL,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Bolívar,EL CARMEN DE Bolívar,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,EL RET�N,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Bolívar,ZAMBRANO,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Magdalena,FUNDACI?N,Desconocida,Desconocido,No aplica,1
2000,Magdalena,FUNDACI?N,Desconocida,Desconocido,No aplica,1
2000,Putumayo,PUERTO AS?S,Desconocida,Grupo Paramilitar,No Identificado,1
2000,Valle del Cauca,BUGALAGRANDE,Desconocida,Desconocido,No aplica,1
