id,ano,dept,municipio,Modalidad,presuntoRes,desPresuntoRes,num
196944,2003,Cesar,BOSCONIA,Quema de Veh�culos,Guerrilla,ELN,0
196945,2003,Cesar,VALLEDUPAR,Quema de Veh�culos,Guerrilla,FARC,0
196946,2003,Risaralda,QUINCH?A,Quema de Veh�culos,Guerrilla,FARC,0
196947,2003,Risaralda,QUINCH?A,Quema de Veh�culos,Guerrilla,FARC,0
196948,2003,Cesar,BOSCONIA,Quema de Veh�culos,Grupo Armado No Identificado,No aplica,0
196950,2003,Nariño,PASTO,Sabotaje,Grupo Armado No Identificado,No aplica,0
196951,2003,Bolívar,EL CARMEN DE Bolívar,Sabotaje,Guerrilla,FARC,0
196952,2003,Bolívar,SAN JUAN NEPOMUCENO,Sabotaje,Guerrilla,FARC,0
196954,2003,Santander,SABANA DE TORRES,Sabotaje,Desconocido,No aplica,0
196956,2003,Putumayo,SIBUNDOY,Sabotaje,Guerrilla,FARC,0
196957,2003,Norte de Santander,SANTIAGO,Sabotaje,Guerrilla,FARC,0
196958,2003,Antioquia,ITUANGO,Ataque a Propiedad,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,0
196960,2003,Arauca,SARAVENA,Ataque a Propiedad,Guerrilla,ELN,0
196961,2003,Cauca,PIENDAM?,Sabotaje,Guerrilla,FARC,0
196964,2003,Cauca,CALDONO,Ataque a Propiedad,Guerrilla,FARC,0
196965,2003,Huila,ISNOS,Ataque a Propiedad,Guerrilla,FARC,0
196966,2003,Cauca,CALDONO,Sabotaje,Guerrilla,FARC,0
196968,2003,La Guajira,VILLANUEVA,Sabotaje,Desconocido,No aplica,0
196969,2003,Antioquia,YARUMAL,Quema de Veh�culos,Guerrilla,No Identificada,0
196970,2003,Caquetá,SAN VICENTE DEL CAGU?N,Ataque a Propiedad,Guerrilla,FARC,0
196971,2003,Valle del Cauca,BUENAVENTURA,Ataque a Propiedad,Guerrilla,FARC,0
196972,2003,Antioquia,SANTA F� DE Antioquia,Quema de Veh�culos,Guerrilla,FARC,0
196973,2003,Huila,NEIVA,Atentado,Guerrilla,FARC,0
196974,2003,Boyacá,CUBAR?,Sabotaje,Guerrilla,FARC,0
196975,2003,Arauca,SARAVENA,Sabotaje,Guerrilla,FARC,0
196976,2003,Nariño,PASTO,Sabotaje,Guerrilla,FARC,0
196977,2003,Valle del Cauca,CANDELARIA,Sabotaje,Guerrilla,FARC,0
196978,2003,Nariño,ANCUY?,Ataque a Propiedad,Guerrilla,ELN,0
196979,2003,Casanare,AGUAZUL,Sabotaje,Guerrilla,No Identificada,0
196980,2003,Antioquia,COCORN?,Sabotaje,Grupo Armado No Identificado,No aplica,0
196981,2003,Nariño,SAMANIEGO,Acci�n B�lica,Guerrilla,ELN,0
196982,2003,Nariño,SAMANIEGO,Acci�n B�lica,Guerrilla,ELN,0
196983,2003,Nariño,SAMANIEGO,Ataque a Instituciones,Guerrilla,ELN,0
196984,2003,Arauca,ARAUQUITA,Sabotaje,Guerrilla,FARC,0
196985,2003,Arauca,TAME,Sabotaje,Guerrilla,FARC,0
196986,2003,Arauca,Arauca,Atentado,Guerrilla,ELN,0
196987,2003,Tolima,HERVEO,Quema de Veh�culos,Guerrilla,FARC,0
196988,2003,Arauca,SARAVENA,Ataque a Propiedad,Guerrilla,ELN,0
196989,2003,Arauca,ARAUQUITA,Sabotaje,Guerrilla,FARC,0
196990,2003,Antioquia,SAN CARLOS,Atentado,Desconocido,No aplica,0
196992,2003,Chocó,RIOSUCIO,Ataque a Propiedad,Agente del Estado,Ej�rcito Nacional,0
196993,2003,Arauca,SARAVENA,Sabotaje,Guerrilla,FARC,0
196994,2003,Putumayo,SANTIAGO,Sabotaje,Guerrilla,FARC,0
196996,2003,Risaralda,GU?TICA,Sabotaje,Guerrilla,FARC,0
196997,2003,Antioquia,DABEIBA,Quema de Veh�culos,Guerrilla,FARC,0
196998,2003,Norte de Santander,C?CUTA,Ataque a Propiedad,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,0
196999,2003,Antioquia,GRANADA,Sabotaje,Desconocido,No aplica,0
197000,2003,Arauca,TAME,Sabotaje,Guerrilla,FARC,0
197001,2003,Risaralda,QUINCH?A,Acci�n B�lica,Guerrilla,FARC,0
197002,2003,Sucre,GALERAS,Ataque a Propiedad,Guerrilla,FARC,0
197004,2003,Antioquia,LA UNI?N,Sabotaje,Grupo Armado No Identificado,No aplica,0
197005,2003,Antioquia,MUTAT?,Quema de Veh�culos,Guerrilla,FARC,0
197006,2003,Cauca,SANTA ROSA,Sabotaje,Guerrilla,FARC,0
197007,2003,Arauca,ARAUQUITA,Sabotaje,Grupo Armado No Identificado,No aplica,0
197008,2003,Antioquia,SAN CARLOS,Quema de Veh�culos,Guerrilla,FARC,0
197009,2003,Putumayo,PUERTO AS?S,Sabotaje,Guerrilla,FARC,0
197010,2003,Antioquia,DABEIBA,Quema de Veh�culos,Guerrilla,FARC,0
197011,2003,Nariño,POLICARPA,Sabotaje,Guerrilla,ELN,0
197012,2003,Putumayo,ORITO,Sabotaje,Guerrilla,FARC,0
197013,2003,Huila,ISNOS,Ataque a Propiedad,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,0
197014,2003,Arauca,ARAUQUITA,Sabotaje,Grupo Armado No Identificado,No aplica,0
197015,2003,Bolívar,SAN JACINTO,Sabotaje,Grupo Armado No Identificado,No aplica,0
197016,2003,Bolívar,EL CARMEN DE Bolívar,Quema de Veh�culos,Guerrilla,FARC,0
197017,2003,Antioquia,SAN CARLOS,Sabotaje,Grupo Armado No Identificado,No aplica,0
197018,2003,Putumayo,PUERTO AS?S,Sabotaje,Guerrilla,FARC,0
197019,2003,Huila,LA PLATA,Sabotaje,Grupo Armado No Identificado,No aplica,0
197020,2003,Bolívar,SAN JACINTO,Quema de Veh�culos,Guerrilla,FARC,0
197021,2003,Cundinamarca,TOPAIP?,Quema de Veh�culos,Guerrilla,FARC,0
197022,2003,Putumayo,ORITO,Sabotaje,Guerrilla,FARC,0
197024,2003,Boyacá,SOCHA,Atentado,Guerrilla,FARC,0
197025,2003,Arauca,ARAUQUITA,Sabotaje,Guerrilla,ELN,0
197026,2003,Putumayo,ORITO,Sabotaje,Guerrilla,FARC,0
197027,2003,Arauca,SARAVENA,Sabotaje,Guerrilla,FARC,0
197028,2003,Boyacá,CUBAR?,Sabotaje,Grupo Armado No Identificado,No aplica,0
197029,2003,Arauca,TAME,Sabotaje,Guerrilla,FARC,0
197030,2003,Arauca,TAME,Sabotaje,Guerrilla,FARC,0
197031,2003,Casanare,HATO COROZAL,Sabotaje,Guerrilla,FARC,0
197032,2003,Cundinamarca,VENECIA,Quema de Veh�culos,Guerrilla,FARC,0
197033,2003,Boyacá,SANTA MAR?A,Sabotaje,Grupo Armado No Identificado,No aplica,0
197034,2003,Cundinamarca,PANDI,Quema de Veh�culos,Guerrilla,FARC,0
197035,2003,Valle del Cauca,BUENAVENTURA,Ataque a Instituciones,Desconocido,No aplica,0
197036,2003,Arauca,ARAUQUITA,Sabotaje,Guerrilla,FARC,0
197037,2003,Cundinamarca,UNE,Sabotaje,Guerrilla,FARC,0
197038,2003,"Bogotá D.C.","Bogotá D.C.",Sabotaje,Guerrilla,FARC,0
197039,2003,Valle del Cauca,BUENAVENTURA,Ataque a Instituciones,Desconocido,No aplica,0
197040,2003,Boyacá,SOAT?,Sabotaje,Guerrilla,FARC,0
197041,2003,Cauca,ROSAS,Sabotaje,Guerrilla,No Identificada,0
197042,2003,Cundinamarca,BELTR?N,Quema de Veh�culos,Guerrilla,FARC,0
197045,2003,Sucre,SINCELEJO,Sabotaje,Guerrilla,FARC,0
197046,2003,Arauca,ARAUQUITA,Sabotaje,Grupo Armado No Identificado,No aplica,0
197047,2003,Boyacá,TIBAN?,Quema de Veh�culos,Guerrilla,FARC,0
197048,2003,Sucre,OVEJAS,Ataque a Propiedad,Guerrilla,FARC,0
197049,2003,Sucre,SANTIAGO DE TOL?,Sabotaje,Desconocido,No aplica,0
197050,2003,Boyacá,CUBAR?,Sabotaje,Grupo Armado No Identificado,No aplica,0
197051,2003,Casanare,AGUAZUL,Sabotaje,Guerrilla,FARC,0
197052,2003,Casanare,AGUAZUL,Quema de Veh�culos,Guerrilla,FARC,0
197053,2003,Arauca,SARAVENA,Acci�n B�lica,Guerrilla,FARC,0
197054,2003,Cundinamarca,GACHET?,Sabotaje,Guerrilla,FARC,0
197055,2003,Huila,HOBO,Sabotaje,Guerrilla,FARC,0
197056,2003,Cundinamarca,UNE,Quema de Veh�culos,Grupo Armado No Identificado,No aplica,1
197057,2003,Meta,FUENTE DE ORO,Quema de Veh�culos,Guerrilla,FARC,0
197058,2003,Boyacá,PAJARITO,Sabotaje,Guerrilla,FARC,0
197059,2003,Cauca,ROSAS,Sabotaje,Guerrilla,FARC,0
197060,2003,Cundinamarca,VILLAPINZ?N,Quema de Veh�culos,Guerrilla,FARC,0
197061,2003,Cundinamarca,MEDINA,Sabotaje,Guerrilla,FARC,0
197062,2003,Cundinamarca,TOCAIMA,Sabotaje,Guerrilla,FARC,0
197064,2003,Cundinamarca,TOCAIMA,Acci�n B�lica,Guerrilla,FARC,0
197065,2003,Putumayo,ORITO,Sabotaje,Guerrilla,FARC,0
197066,2003,Guaviare,SAN JOS� DEL Guaviare,Sabotaje,Guerrilla,FARC,0
197067,2003,Caquetá,FLORENCIA,Quema de Veh�culos,Grupo Armado No Identificado,No aplica,0
197070,2003,Sucre,SINCELEJO,Sabotaje,Guerrilla,FARC,0
197071,2003,Putumayo,VALLE DEL GUAMUEZ,Sabotaje,Guerrilla,FARC,0
197072,2003,Cauca,CALDONO,Sabotaje,Guerrilla,FARC,0
197075,2003,Antioquia,SANTO DOMINGO,Ataque a Propiedad,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,0
197076,2003,Cauca,POPAY?N,Sabotaje,Grupo Armado No Identificado,No aplica,0
197078,2003,Boyacá,TASCO,Quema de Veh�culos,Guerrilla,FARC,0
197079,2003,Chocó,SAN JOS� DEL PALMAR,Acci�n B�lica,Guerrilla,FARC,0
197080,2003,Chocó,EL CARMEN DE ATRATO,Quema de Veh�culos,Grupo Armado No Identificado,No aplica,0
197081,2003,Cundinamarca,GUATAVITA,Sabotaje,Guerrilla,FARC,0
197082,2003,Arauca,ARAUQUITA,Sabotaje,Guerrilla,ELN,0
197083,2003,Arauca,ARAUQUITA,Sabotaje,Grupo Armado No Identificado,No aplica,0
197084,2003,Meta,PUERTO RICO,Ataque a Propiedad,Guerrilla,FARC,0
197085,2003,Arauca,ARAUQUITA,Sabotaje,Guerrilla,FARC,0
197086,2003,Antioquia,GUADALUPE,Sabotaje,Desconocido,No aplica,0
197087,2003,Huila,LA PLATA,Sabotaje,Guerrilla,FARC,0
197088,2003,Nariño,POLICARPA,Sabotaje,Guerrilla,FARC,0
197089,2003,Norte de Santander,TIB?,Sabotaje,Guerrilla,ELN,0
197090,2003,Casanare,YOPAL,Quema de Veh�culos,Grupo Armado No Identificado,No aplica,0
197091,2003,Norte de Santander,EL TARRA,Sabotaje,Grupo Armado No Identificado,No aplica,0
197092,2003,Cesar,PELAYA,Sabotaje,Guerrilla,ELN,0
197093,2003,Huila,HOBO,Sabotaje,Guerrilla,FARC,0
197094,2003,Norte de Santander,EL TARRA,Sabotaje,Guerrilla,ELN,0
197095,2003,Huila,GIGANTE,Quema de Veh�culos,Guerrilla,FARC,0
197096,2003,Meta,EL CASTILLO,Sabotaje,Guerrilla,FARC,0
197097,2003,Arauca,Arauca,Sabotaje,Grupo Armado No Identificado,No aplica,0
197099,2003,Putumayo,ORITO,Sabotaje,Guerrilla,FARC,0
197100,2003,Antioquia,SAN CARLOS,Sabotaje,Grupo Armado No Identificado,No aplica,0
197101,2003,Arauca,Arauca,Sabotaje,Guerrilla,FARC,0
197102,2003,Santander,SURAT?,Sabotaje,Grupo Armado No Identificado,No aplica,0
197103,2003,Sucre,SINCELEJO,Sabotaje,Grupo Armado No Identificado,No aplica,0
197104,2003,Antioquia,MEDELL?N,Ataque a Organizaciones,Desconocido,No aplica,0
197105,2003,Chocó,ISTMINA,Ataque a Propiedad,Guerrilla,ELN,0
197106,2003,Antioquia,GUATAP�,Sabotaje,Guerrilla,No Identificada,0
197107,2003,Bolívar,ZAMBRANO,Quema de Veh�culos,Guerrilla,No Identificada,0
197108,2003,Arauca,SARAVENA,Sabotaje,Grupo Armado No Identificado,No aplica,0
197109,2003,Norte de Santander,TIB?,Quema de Veh�culos,Guerrilla,FARC,0
197110,2003,Sucre,OVEJAS,Acci�n B�lica,Guerrilla,FARC,0
197111,2003,Nariño,PASTO,Acci�n B�lica,Desconocido,No aplica,0
197112,2003,Sucre,OVEJAS,Acci�n B�lica,Guerrilla,FARC,0
197113,2003,Cauca,CALDONO,Sabotaje,Guerrilla,FARC,0
197114,2003,Arauca,Arauca,Sabotaje,Grupo Armado No Identificado,No aplica,0
197115,2003,Antioquia,SAN CARLOS,Sabotaje,Grupo Armado No Identificado,No aplica,0
197116,2003,Boyacá,CHITA,Atentado,Guerrilla,FARC,0
197117,2003,Arauca,SARAVENA,Sabotaje,Desconocido,No aplica,0
197118,2003,Norte de Santander,C?CUTA,Ataque a Propiedad,Desconocido,No aplica,0
197119,2003,Tolima,ORTEGA,Sabotaje,Grupo Armado No Identificado,No aplica,0
197120,2003,Antioquia,SAN CARLOS,Sabotaje,Guerrilla,FARC,0
197121,2003,Arauca,ARAUQUITA,Sabotaje,Grupo Armado No Identificado,No aplica,0
197122,2003,Arauca,ARAUQUITA,Sabotaje,Guerrilla,No Identificada,0
197123,2003,Tolima,ROVIRA,Sabotaje,Grupo Armado No Identificado,No aplica,0
197124,2003,Sucre,SAN LUIS DE SINC�,Sabotaje,Guerrilla,No Identificada,0
197125,2003,Arauca,Arauca,Sabotaje,Guerrilla,No Identificada,0
197126,2003,Boyacá,CUBAR?,Sabotaje,Grupo Armado No Identificado,No aplica,0
197127,2003,Arauca,ARAUQUITA,Sabotaje,Guerrilla,FARC,0
197128,2003,Antioquia,TOLEDO,Sabotaje,Guerrilla,No Identificada,0
197129,2003,Arauca,SARAVENA,Sabotaje,Guerrilla,ELN,0
197130,2003,Bolívar,VILLANUEVA,Ataque a Propiedad,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,0
197131,2003,La Guajira,ALBANIA,Sabotaje,Guerrilla,No Identificada,0
197132,2003,Arauca,TAME,Sabotaje,Guerrilla,No Identificada,0
197133,2003,La Guajira,MAICAO,Sabotaje,Guerrilla,FARC,0
197134,2003,Antioquia,CAROLINA,Sabotaje,Guerrilla,ELN,0
197135,2003,Antioquia,TARAZ?,Sabotaje,Grupo Armado No Identificado,No aplica,0
197136,2003,Bolívar,EL CARMEN DE Bolívar,Sabotaje,Grupo Armado No Identificado,No aplica,0
197137,2003,Bolívar,SAN JACINTO,Sabotaje,Guerrilla,FARC,0
197138,2003,Bolívar,SANTA CATALINA,Sabotaje,Grupo Armado No Identificado,No aplica,0
197139,2003,Bolívar,CARTAGENA DE INDIAS,Sabotaje,Guerrilla,No Identificada,0
197140,2003,Bolívar,CLEMENCIA,Sabotaje,Guerrilla,No Identificada,0
197141,2003,La Guajira,BARRANCAS,Sabotaje,Grupo Armado No Identificado,No aplica,0
197142,2003,Magdalena,FUNDACI?N,Sabotaje,Grupo Armado No Identificado,No aplica,0
197143,2003,Sucre,OVEJAS,Sabotaje,Guerrilla,FARC,0
197144,2003,Magdalena,CI�NAGA,Ataque a Propiedad,Guerrilla,No Identificada,0
197145,2003,Bolívar,SAN JACINTO,Quema de Veh�culos,Guerrilla,FARC,0
197146,2003,Sucre,TOL? VIEJO,Sabotaje,Guerrilla,FARC,0
197147,2003,Huila,NEIVA,Sabotaje,Guerrilla,FARC,0
197149,2003,Valle del Cauca,EL CERRITO,Sabotaje,Guerrilla,FARC,0
197150,2003,Bolívar,SAN JACINTO,Sabotaje,Grupo Armado No Identificado,No aplica,0
197151,2003,Santander,CERRITO,Sabotaje,Guerrilla,FARC,0
197152,2003,Antioquia,SAN CARLOS,Sabotaje,Grupo Armado No Identificado,No aplica,0
197153,2003,Bolívar,EL CARMEN DE Bolívar,Sabotaje,Grupo Armado No Identificado,No aplica,0
197154,2003,Bolívar,EL CARMEN DE Bolívar,Sabotaje,Grupo Armado No Identificado,No aplica,0
197155,2003,Bolívar,SAN JACINTO,Sabotaje,Grupo Armado No Identificado,No aplica,0
197156,2003,Bolívar,SAN JACINTO,Sabotaje,Grupo Armado No Identificado,No aplica,0
197157,2003,Arauca,SARAVENA,Sabotaje,Grupo Armado No Identificado,No aplica,0
197158,2003,Sucre,EL ROBLE,Ataque a Propiedad,Desconocido,No aplica,0
197159,2003,Bolívar,CARTAGENA DE INDIAS,Quema de Veh�culos,Guerrilla,No Identificada,0
197160,2003,Caquetá,FLORENCIA,Atentado,Guerrilla,FARC,0
197161,2003,Antioquia,SAN RAFAEL,Sabotaje,Grupo Armado No Identificado,No aplica,0
197162,2003,Bolívar,EL CARMEN DE Bolívar,Sabotaje,Grupo Armado No Identificado,No aplica,0
197163,2003,Sucre,OVEJAS,Sabotaje,Grupo Armado No Identificado,No aplica,0
197164,2003,La Guajira,ALBANIA,Sabotaje,Grupo Armado No Identificado,No aplica,0
197165,2003,Antioquia,GUADALUPE,Sabotaje,Grupo Armado No Identificado,No aplica,0
197166,2003,Antioquia,GUATAP�,Sabotaje,Guerrilla,No Identificada,0
197167,2003,Arauca,ARAUQUITA,Sabotaje,Grupo Armado No Identificado,No aplica,0
197168,2003,Norte de Santander,TOLEDO,Sabotaje,Guerrilla,FARC,0
197169,2003,Risaralda,GU?TICA,Sabotaje,Guerrilla,No Identificada,0
197170,2003,Caquetá,MIL?N,Sabotaje,Guerrilla,FARC,0
197171,2003,Risaralda,MISTRAT?,Sabotaje,Grupo Armado No Identificado,No aplica,0
197172,2003,"Bogotá D.C.","Bogotá D.C.",Atentado,Guerrilla,FARC,0
197173,2003,Bolívar,ARJONA,Sabotaje,Guerrilla,No Identificada,0
197174,2003,Meta,SAN JUAN DE ARAMA,Ataque a Propiedad,Guerrilla,FARC,0
197175,2003,Bolívar,EL CARMEN DE Bolívar,Ataque a Organizaciones,Guerrilla,No Identificada,0
197176,2003,Bolívar,SAN JACINTO,Sabotaje,Guerrilla,No Identificada,0
197177,2003,Sucre,SANTIAGO DE TOL?,Sabotaje,Guerrilla,No Identificada,0
197178,2003,Bolívar,EL CARMEN DE Bolívar,Sabotaje,Grupo Armado No Identificado,No aplica,0
197179,2003,Bolívar,EL CARMEN DE Bolívar,Sabotaje,Grupo Armado No Identificado,No aplica,0
197180,2003,Antioquia,SAN CARLOS,Sabotaje,Grupo Armado No Identificado,No aplica,0
197181,2003,"Bogotá D.C.","Bogotá D.C.",Atentado,Guerrilla,FARC,0
197182,2003,Tolima,ALVARADO,Quema de Veh�culos,Guerrilla,FARC,0
197183,2003,Cauca,CAJIB?O,Quema de Veh�culos,Guerrilla,ELN,0
197184,2003,Arauca,FORTUL,Acci�n B�lica,Guerrilla,No Identificada,0
197185,2003,Tolima,IBAGU�,Quema de Veh�culos,Guerrilla,FARC,0
197186,2003,Cundinamarca,VENECIA,Quema de Veh�culos,Guerrilla,FARC,0
197187,2003,Cundinamarca,PARATEBUENO,Quema de Veh�culos,Guerrilla,FARC,0
197188,2003,Caldas,MANIZALES,Ataque a Propiedad,Grupo Armado No Identificado,No aplica,0
197189,2003,Bolívar,EL CARMEN DE Bolívar,Ataque a Propiedad,Agente del Estado - Grupo Paramilitar,,0
197190,2003,Huila,ALGECIRAS,Ataque a Instituciones,Guerrilla,FARC,0
197191,2003,Cundinamarca,SAN JUAN DE RIOSECO,Quema de Veh�culos,Guerrilla,FARC,0
197192,2003,Santander,CIMITARRA,Ataque a Organizaciones,Guerrilla,No Identificada,0
197193,2003,Antioquia,APARTAD?,Acci�n B�lica,Agente del Estado,Ej�rcito Nacional,0
197194,2003,Huila,ALGECIRAS,Ataque a Instituciones,Guerrilla,FARC,0
197195,2003,"Bogotá D.C.","Bogotá D.C.",Ataque a Propiedad,Grupo Armado No Identificado,No aplica,0
197196,2003,Bolívar,ARJONA,Sabotaje,Guerrilla,FARC,0
197198,2003,Atlántico,BARRANQUILLA,Ataque a Instituciones,Guerrilla,No Identificada,0
197199,2003,Bolívar,EL CARMEN DE Bolívar,Sabotaje,Guerrilla,FARC,0
197200,2003,Sucre,MORROA,Sabotaje,Grupo Armado No Identificado,No aplica,0
197201,2003,Bolívar,TURBACO,Sabotaje,Guerrilla,FARC,0
197202,2003,Arauca,FORTUL,Sabotaje,Guerrilla,No Identificada,0
197203,2003,Antioquia,DABEIBA,Quema de Veh�culos,Guerrilla,FARC,0
197204,2003,Arauca,ARAUQUITA,Sabotaje,Grupo Armado No Identificado,No aplica,0
197205,2003,Tolima,IBAGU�,Acci�n B�lica,Guerrilla,FARC,0
197206,2003,Norte de Santander,TIB?,Quema de Veh�culos,Guerrilla,FARC,0
197207,2003,Cesar,SAN DIEGO,Sabotaje,Guerrilla,FARC/ELN,0
197208,2003,Huila,ALGECIRAS,Ataque a Instituciones,Guerrilla,FARC,0
197209,2003,Antioquia,SAN RAFAEL,Sabotaje,Guerrilla,FARC,0
197210,2003,Sucre,MORROA,Sabotaje,Guerrilla,FARC,0
197211,2003,Sucre,LOS PALMITOS,Sabotaje,Guerrilla,FARC,0
197212,2003,Valle del Cauca,BUENAVENTURA,Quema de Veh�culos,Guerrilla,FARC,0
197213,2003,Putumayo,ORITO,Quema de Veh�culos,Guerrilla,FARC,0
197214,2003,Valle del Cauca,CALI,Quema de Veh�culos,Guerrilla,FARC,0
197215,2003,Cauca,MIRANDA,Sabotaje,Guerrilla,FARC,0
197216,2003,QUINDIO,PIJAO,Quema de Veh�culos,Guerrilla,FARC,0
197217,2003,Cauca,TOTOR?,Sabotaje,Guerrilla,FARC,0
197219,2003,Cauca,ARGELIA,Sabotaje,Guerrilla,No Identificada,0
197220,2003,Nariño,RICAURTE,Sabotaje,Desconocido,No aplica,0
197221,2003,Antioquia,SAN CARLOS,Sabotaje,Guerrilla,No Identificada,0
197222,2003,Huila,ALGECIRAS,Ataque a Instituciones,Desconocido,No aplica,0
197223,2003,Antioquia,YARUMAL,Atentado,Guerrilla,FARC,0
197224,2003,Cesar,AGUST?N CODAZZI,Quema de Veh�culos,Desconocido,No aplica,0
197225,2003,Cesar,AGUST?N CODAZZI,Quema de Veh�culos,Guerrilla,FARC,0
197226,2003,Tolima,SAN SEBASTI?N DE MARIQUITA,Quema de Veh�culos,Guerrilla,FARC,0
197227,2003,Valle del Cauca,BUGALAGRANDE,Quema de Veh�culos,Guerrilla,FARC,0
197228,2003,Tolima,ALVARADO,Quema de Veh�culos,Guerrilla,FARC,0
197229,2003,Meta,VISTAHERMOSA,Quema de Veh�culos,Guerrilla,FARC,0
197230,2003,Cauca,TOTOR?,Sabotaje,Guerrilla,FARC,0
197231,2003,Chocó,BOJAY?,Acci�n B�lica,Agente del Estado - Guerrilla,,0
197232,2003,Sucre,SAN LUIS DE SINC�,Ataque a Propiedad,Guerrilla,No Identificada,0
197233,2003,Magdalena,GUAMAL,Sabotaje,Grupo Armado No Identificado,No aplica,0
197234,2003,Nariño,EL TABL?N DE G?MEZ,Sabotaje,Desconocido,No aplica,0
197235,2003,Tolima,PRADO,Sabotaje,Guerrilla,FARC,0
197236,2003,Antioquia,YARUMAL,Atentado,Desconocido,No aplica,0
197237,2003,Putumayo,ORITO,Quema de Veh�culos,Guerrilla,FARC,0
197238,2003,Antioquia,GRANADA,Sabotaje,Grupo Armado No Identificado,No aplica,0
197239,2003,Antioquia,SAN RAFAEL,Sabotaje,Grupo Armado No Identificado,No aplica,0
197240,2003,Risaralda,PUEBLO RICO,Quema de Veh�culos,Grupo Armado No Identificado,No aplica,0
197241,2003,Norte de Santander,C?CUTA,Ataque a Propiedad,Grupo Armado No Identificado,No aplica,0
197242,2003,Huila,TELLO,Ataque a Propiedad,Guerrilla,FARC,0
197243,2003,Caquetá,MIL?N,Ataque a Propiedad,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,0
197244,2003,La Guajira,ALBANIA,Sabotaje,Grupo Armado No Identificado,No aplica,0
197245,2003,Antioquia,ANGOSTURA,Sabotaje,Guerrilla,FARC,0
197246,2003,Valle del Cauca,CALI,Quema de Veh�culos,Guerrilla,FARC,0
197247,2003,Guaviare,SAN JOS� DEL Guaviare,Quema de Veh�culos,Guerrilla,FARC,0
197248,2003,Nariño,BARBACOAS,Sabotaje,Guerrilla,FARC,0
197249,2003,Antioquia,ANGOSTURA,Sabotaje,Guerrilla,FARC,0
197250,2003,Cauca,TOTOR?,Sabotaje,Grupo Armado No Identificado,No aplica,0
197251,2003,Caquetá,FLORENCIA,Atentado,Guerrilla,FARC,0
197252,2003,Antioquia,SANTA F� DE Antioquia,Quema de Veh�culos,Guerrilla,FARC,0
197253,2003,Arauca,Arauca,Sabotaje,Guerrilla,No Identificada,0
197254,2003,Antioquia,MEDELL?N,Ataque a Instituciones,Grupo Armado No Identificado,No aplica,0
197255,2003,Antioquia,SAN RAFAEL,Sabotaje,Grupo Armado No Identificado,No aplica,0
197257,2003,Huila,ACEVEDO,Ataque a Propiedad,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,0
197258,2003,Norte de Santander,TIB?,Sabotaje,Guerrilla,ELN,0
197259,2003,Bolívar,EL CARMEN DE Bolívar,Sabotaje,Grupo Armado No Identificado,No aplica,0
197260,2003,Córdoba,MONTER?A,Ataque a Propiedad,Grupo Paramilitar,No Identificado,0
197261,2003,Valle del Cauca,BUENAVENTURA,Acci�n B�lica,Otro,,0
197264,2003,Putumayo,ORITO,Sabotaje,Guerrilla,FARC,0
197265,2003,Putumayo,VALLE DEL GUAMUEZ,Sabotaje,Guerrilla,FARC,0
197266,2003,Cesar,AGUST?N CODAZZI,Ataque a Propiedad,Agente del Estado,Fiscal�a General de la Naci�n,0
197267,2003,Putumayo,SAN MIGUEL,Sabotaje,Guerrilla,FARC,0
197268,2003,Putumayo,PUERTO AS?S,Sabotaje,Guerrilla,No Identificada,0
197269,2003,Risaralda,BEL�N DE UMBR?A,Quema de Veh�culos,Guerrilla,FARC,0
197273,2003,Risaralda,MISTRAT?,Quema de Veh�culos,Guerrilla,FARC,0
197275,2003,Santander,LEBRIJA,Sabotaje,Guerrilla,No Identificada,0
197277,2003,Antioquia,GRANADA,Ataque a Propiedad,Grupo Armado No Identificado,No aplica,2
197278,2003,Sucre,GALERAS,Ataque a Propiedad,Guerrilla,FARC,0
197280,2003,Valle del Cauca,BUENAVENTURA,Sabotaje,Guerrilla,FARC,0
197283,2003,Putumayo,ORITO,Ataque a Propiedad,Guerrilla,FARC,0
197284,2003,Putumayo,PUERTO AS?S,Sabotaje,Guerrilla,FARC,0
197285,2003,Putumayo,SAN MIGUEL,Sabotaje,Guerrilla,FARC,0
197286,2003,Caldas,MANIZALES,Ataque a Propiedad,Grupo Paramilitar,Bloque Central Bol�var,0
197287,2003,Huila,NEIVA,Ataque a Propiedad,Guerrilla,FARC,0
197289,2003,La Guajira,RIOHACHA,Sabotaje,Grupo Armado No Identificado,No aplica,0
197290,2003,La Guajira,MAICAO,Sabotaje,Guerrilla,No Identificada,0
197291,2003,Santander,BARRANCABERMEJA,Ataque a Propiedad,Grupo Armado No Identificado,No aplica,0
197292,2003,Antioquia,SANTA F� DE Antioquia,Quema de Veh�culos,Guerrilla,FARC,0
197293,2003,Bolívar,CARTAGENA DE INDIAS,Ataque a Propiedad,Desconocido,No aplica,0
197294,2003,Arauca,TAME,Sabotaje,Guerrilla,ELN,0
197295,2003,Arauca,TAME,Ataque a Propiedad,Guerrilla,FARC,0
