id,ano,dept,municipio,Modalidad,presuntoRes,desPresuntoRes,num
192107,1997,Cesar,AGUACHICA,Sabotaje,Grupo Armado No Identificado,No aplica,0
192108,1997,Antioquia,C?CERES,Sabotaje,Grupo Armado No Identificado,No aplica,0
192110,1997,Cesar,BECERRIL,Ataque a Instituciones,Guerrilla,ELN,0
192111,1997,Antioquia,TURBO,Sabotaje,Grupo Armado No Identificado,No aplica,0
192112,1997,Santander,BUCARAMANGA,Sabotaje,Grupo Armado No Identificado,No aplica,0
192113,1997,Meta,LA MACARENA,Atentado,Guerrilla,FARC,0
192114,1997,Cauca,TIMBIQU?,Ataque a Propiedad,Grupo Armado No Identificado,No aplica,0
192115,1997,Antioquia,MEDELL?N,Quema de Veh�culos,Guerrilla,ELN,0
192116,1997,Bolívar,SANTA ROSA,Sabotaje,Grupo Armado No Dirimido,,1
192118,1997,Cauca,CORINTO,Sabotaje,Guerrilla,No Identificada,0
192120,1997,Cundinamarca,TOCAIMA,Quema de Veh�culos,Guerrilla,FARC,0
192121,1997,Antioquia,ITUANGO,Ataque a Propiedad,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,0
192122,1997,Cundinamarca,TENJO,Ataque a Propiedad,Grupo Paramilitar,Otro,0
192123,1997,Cauca,TOTOR?,Acci�n B�lica,Guerrilla,FARC,0
192124,1997,Antioquia,PEQUE,Quema de Veh�culos,Guerrilla,FARC,0
192125,1997,Antioquia,VEGACH?,Quema de Veh�culos,Guerrilla,ELN,0
192126,1997,Magdalena,SANTA MARTA,Ataque a Propiedad,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,0
192127,1997,Cauca,PIENDAM?,Acci�n B�lica,Guerrilla,FARC,0
192128,1997,Antioquia,YOLOMB?,Ataque a Propiedad,Desconocido,No aplica,0
192129,1997,Santander,BARRANCABERMEJA,Quema de Veh�culos,Guerrilla,Disidencia EPL,0
192130,1997,Santander,BARRANCABERMEJA,Quema de Veh�culos,Guerrilla,Disidencia EPL,0
192131,1997,Córdoba,TIERRALTA,Sabotaje,Grupo Armado No Identificado,No aplica,0
192132,1997,Córdoba,VALENCIA,Sabotaje,Grupo Armado No Identificado,No aplica,0
192134,1997,Antioquia,MACEO,Sabotaje,Grupo Armado No Identificado,No aplica,0
192135,1997,Magdalena,CI�NAGA,Ataque a Propiedad,Grupo Paramilitar,No Identificado,0
192136,1997,Antioquia,SAN ANDR�S DE CUERQU?A,Ataque a Propiedad,Grupo Paramilitar,No Identificado,0
192137,1997,Risaralda,PUEBLO RICO,Quema de Veh�culos,Guerrilla,ELN,0
192138,1997,Chocó,TAD?,Sabotaje,Guerrilla,ELN,0
192139,1997,Arauca,Arauca,Sabotaje,Guerrilla,ELN,0
192141,1997,QUINDIO,G�NOVA,Acci�n B�lica,Guerrilla,FARC,0
192142,1997,Cundinamarca,VIOT?,Quema de Veh�culos,Guerrilla,FARC,0
192143,1997,Santander,TONA,Sabotaje,Guerrilla,ELN,0
192144,1997,Arauca,SARAVENA,Sabotaje,Guerrilla,ELN,0
192145,1997,Sucre,LA UNI?N,Ataque a Propiedad,Grupo Paramilitar,No Identificado,0
192146,1997,Cesar,VALLEDUPAR,Sabotaje,Guerrilla,ELN,0
192147,1997,Cundinamarca,GUAYABETAL,Quema de Veh�culos,Guerrilla,FARC,0
192148,1997,Cesar,BECERRIL,Ataque a Propiedad,Grupo Armado No Identificado,No aplica,0
192149,1997,Cesar,PELAYA,Sabotaje,Guerrilla,ELN,0
192150,1997,Chocó,NUQU?,Ataque a Propiedad,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,0
192151,1997,Santander,GUACA,Ataque a Instituciones,Guerrilla,No Identificada,0
192152,1997,Cauca,POPAY?N,Ataque a Instituciones,Guerrilla,FARC,0
192153,1997,Antioquia,SANTO DOMINGO,Ataque a Propiedad,Grupo Paramilitar,No Identificado,0
192154,1997,Antioquia,MEDELL?N,Ataque a Propiedad,Grupo Paramilitar,No Identificado,0
192155,1997,Arauca,SARAVENA,Sabotaje,Guerrilla,No Identificada,0
192156,1997,Antioquia,SALGAR,Quema de Veh�culos,Guerrilla,ELN,0
192157,1997,Antioquia,SAN LUIS,Quema de Veh�culos,Guerrilla,No Identificada,0
192162,1997,Arauca,SARAVENA,Sabotaje,Guerrilla,ELN,0
192163,1997,Chocó,RIOSUCIO,Ataque a Propiedad,Grupo Paramilitar,No Identificado,0
192166,1997,Santander,BARRANCABERMEJA,Quema de Veh�culos,Guerrilla,Disidencia EPL,0
192168,1997,Cundinamarca,CAPARRAP?,Ataque a Propiedad,Grupo Paramilitar,No Identificado,1
192169,1997,Arauca,Arauca,Sabotaje,Guerrilla,ELN,0
192170,1997,Valle del Cauca,CALI,Ataque a Propiedad,Guerrilla,ELN,0
192171,1997,Cesar,EL PASO,Sabotaje,Guerrilla,FARC,0
192172,1997,Valle del Cauca,CALI,Ataque a Propiedad,Guerrilla,ELN,0
192173,1997,Caldas,MANIZALES,Quema de Veh�culos,Guerrilla,No Identificada,0
192176,1998,Meta,PUERTO GAIT?N,Ataque a Propiedad,Grupo Paramilitar,Autodefensas Campesinas de Meta y Vichada,0
192177,1998,Antioquia,MEDELL?N,Quema de Veh�culos,Grupo Paramilitar,No Identificado,0
192178,1998,Antioquia,APARTAD?,Ataque a Propiedad,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,0
192179,1998,Magdalena,CHIVOLO,Ataque a Propiedad,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,0
192180,1998,Guaviare,MIRAFLORES,Atentado,Guerrilla,No Identificada,0
192181,1998,Antioquia,SAN RAFAEL,Quema de Veh�culos,Guerrilla,FARC,0
192183,1998,Antioquia,TOLEDO,Quema de Veh�culos,Guerrilla,ELN,0
192184,1998,Norte de Santander,TOLEDO,Sabotaje,Guerrilla,ELN,0
192185,1998,Antioquia,SAN RAFAEL,Quema de Veh�culos,Guerrilla,FARC,0
192187,1998,Meta,VILLAVICENCIO,Quema de Veh�culos,Guerrilla,FARC,0
192188,1998,Boyacá,CUBAR?,Quema de Veh�culos,Guerrilla,ELN,0
192189,1998,Caquetá,PUERTO RICO,Sabotaje,Guerrilla,FARC,0
192190,1998,Caquetá,SAN VICENTE DEL CAGU?N,Ataque a Propiedad,Grupo Armado No Identificado,No aplica,0
192191,1998,Norte de Santander,LA ESPERANZA,Quema de Veh�culos,Guerrilla,ELN,0
192192,1998,La Guajira,MAICAO,Ataque a Propiedad,Grupo Paramilitar,No Identificado,0
192193,1998,Casanare,YOPAL,Quema de Veh�culos,Guerrilla,ELN,0
192199,1998,Magdalena,EL PI�?N,Ataque a Propiedad,Guerrilla,FARC,0
192201,1998,Boyacá,G�IC?N,Ataque a Propiedad,Guerrilla,FARC/ELN,0
192204,1998,Antioquia,ITUANGO,Ataque a Propiedad,Guerrilla,FARC,0
192205,1998,Bolívar,CARTAGENA DE INDIAS,Quema de Veh�culos,Guerrilla,FARC,0
192206,1998,Antioquia,LA UNI?N,Ataque a Propiedad,Guerrilla,FARC,0
192207,1998,Bolívar,SAN MART?N DE LOBA,Sabotaje,Guerrilla,ELN,0
192208,1998,Huila,TELLO,Sabotaje,Guerrilla,ELN,0
192209,1998,Antioquia,REMEDIOS,Sabotaje,Guerrilla,ELN,0
192210,1998,Boyacá,ROND?N,Acci�n B�lica,Guerrilla,FARC,0
192211,1998,Casanare,YOPAL,Sabotaje,Guerrilla,FARC,0
192212,1998,Antioquia,YOND?,Ataque a Propiedad,Guerrilla,ELN,0
192213,1998,Casanare,AGUAZUL,Sabotaje,Grupo Armado No Identificado,No aplica,0
192214,1998,Antioquia,YOND?,Ataque a Propiedad,Guerrilla,ELN,0
192215,1998,Huila,SAN AGUST?N,Atentado,Guerrilla,FARC,0
192216,1998,Santander,SABANA DE TORRES,Quema de Veh�culos,Guerrilla,ELN,0
192217,1998,Santander,SABANA DE TORRES,Quema de Veh�culos,Guerrilla,ELN,0
192218,1998,Antioquia,CIUDAD Bolívar,Ataque a Propiedad,Guerrilla,ELN,0
192219,1998,Bolívar,ZAMBRANO,Ataque a Propiedad,Guerrilla,FARC,0
192222,1998,Valle del Cauca,BUENAVENTURA,Sabotaje,Guerrilla,FARC,0
192223,1998,Cundinamarca,VIOT?,Quema de Veh�culos,Guerrilla,No Identificada,0
192224,1998,Valle del Cauca,CALI,Ataque a Organizaciones,Desconocido,No aplica,0
192225,1998,Antioquia,URRAO,Quema de Veh�culos,Guerrilla,FARC,0
192226,1998,Norte de Santander,EL CARMEN,Sabotaje,Guerrilla,ELN,0
192227,1998,Antioquia,YARUMAL,Quema de Veh�culos,Guerrilla,ELN,0
192229,1998,Cesar,LA GLORIA,Sabotaje,Guerrilla,ELN,0
192232,1998,Antioquia,VALDIVIA,Quema de Veh�culos,Guerrilla,ELN,0
192233,1998,Cesar,LA JAGUA DE IBIRICO,Ataque a Propiedad,Guerrilla,ELN,0
192234,1998,Cundinamarca,GUASCA,Sabotaje,Grupo Armado No Identificado,No aplica,0
192236,1998,Norte de Santander,SAN CALIXTO,Sabotaje,Guerrilla,ELN,0
192237,1998,Cundinamarca,GAMA,Acci�n B�lica,Guerrilla,FARC,0
192238,1998,Antioquia,MEDELL?N,Ataque a Propiedad,Guerrilla,Otra,0
192240,1998,Santander,PUERTO WILCHES,Quema de Veh�culos,Grupo Armado No Identificado,No aplica,0
192241,1998,Santander,PUERTO WILCHES,Quema de Veh�culos,Grupo Armado No Identificado,No aplica,0
192242,1998,Santander,BUCARAMANGA,Quema de Veh�culos,Guerrilla,No Identificada,0
192243,1998,Tolima,VENADILLO,Quema de Veh�culos,Guerrilla,FARC,0
192244,1998,Santander,BARRANCABERMEJA,Quema de Veh�culos,Guerrilla,ELN,0
192245,1998,Tolima,VENADILLO,Quema de Veh�culos,Grupo Armado No Identificado,No aplica,0
192246,1998,Santander,BARRANCABERMEJA,Quema de Veh�culos,Guerrilla,ELN,0
192247,1998,Tolima,VENADILLO,Quema de Veh�culos,Grupo Armado No Identificado,No aplica,0
192248,1998,Cundinamarca,NOCAIMA,Acci�n B�lica,Guerrilla,FARC,0
192249,1998,Arauca,ARAUQUITA,Sabotaje,Guerrilla,ELN,0
192250,1998,Antioquia,MEDELL?N,Ataque a Propiedad,Grupo Armado No Identificado,No aplica,0
192252,1998,Tolima,CUNDAY,Ataque a Propiedad,Guerrilla,FARC,0
192254,1998,Antioquia,CAROLINA,Ataque a Propiedad,Guerrilla,FARC,0
192256,1998,Boyacá,PAYA,Ataque a Propiedad,Agente del Estado,Ej�rcito Nacional,0
192257,1998,Norte de Santander,C?CUTA,Ataque a Propiedad,Grupo Paramilitar,No Identificado,0
192258,1998,Antioquia,MEDELL?N,Ataque a Instituciones,Guerrilla,FARC,0
192259,1998,Bolívar,CARTAGENA DE INDIAS,Ataque a Propiedad,Grupo Armado No Identificado,No aplica,0
192260,1998,Antioquia,YOLOMB?,Quema de Veh�culos,Guerrilla,ELN,0
192261,1998,Norte de Santander,TEORAMA,Sabotaje,Guerrilla,No Identificada,0
192262,1998,Antioquia,GUATAP�,Quema de Veh�culos,Guerrilla,FARC,0
192263,1998,Huila,NEIVA,Ataque a Organizaciones,Guerrilla,FARC/ELN,0
192264,1998,Antioquia,SAN RAFAEL,Quema de Veh�culos,Guerrilla,FARC,0
192265,1998,Meta,SAN JUAN DE ARAMA,Ataque a Instituciones,Guerrilla,FARC,0
192266,1998,Santander,SAN BENITO,Sabotaje,Desconocido,No aplica,0
192267,1998,Arauca,Arauca,Sabotaje,Guerrilla,FARC,0
192269,1998,Santander,BARRANCABERMEJA,Quema de Veh�culos,Guerrilla,ELN,0
192273,1998,Santander,BARRANCABERMEJA,Quema de Veh�culos,Guerrilla,ELN,0
192277,1998,Chocó,RIOSUCIO,Ataque a Propiedad,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,0
192278,1998,Bolívar,EL CARMEN DE Bolívar,Quema de Veh�culos,Guerrilla,FARC,0
192279,1998,Tolima,MURILLO,Quema de Veh�culos,Guerrilla,ELN,0
192280,1998,Caquetá,FLORENCIA,Sabotaje,Guerrilla,FARC,0
192281,1998,Tolima,CAJAMARCA,Quema de Veh�culos,Guerrilla,FARC,0
192283,1998,Tolima,CAJAMARCA,Quema de Veh�culos,Guerrilla,FARC,0
192285,1998,Antioquia,ANDES,Quema de Veh�culos,Guerrilla,No Identificada,0
192286,1998,Antioquia,BETULIA,Quema de Veh�culos,Guerrilla,FARC,0
192287,1998,Antioquia,CIUDAD Bolívar,Quema de Veh�culos,Guerrilla,No Identificada,0
192288,1998,Antioquia,COCORN?,Quema de Veh�culos,Guerrilla,ELN,0
192289,1998,Antioquia,HISPANIA,Quema de Veh�culos,Guerrilla,No Identificada,0
192290,1998,Antioquia,LIBORINA,Quema de Veh�culos,Guerrilla,No Identificada,0
192291,1998,Antioquia,SALGAR,Quema de Veh�culos,Guerrilla,No Identificada,0
192292,1998,Caldas,SALAMINA,Quema de Veh�culos,Guerrilla,No Identificada,0
192293,1998,Magdalena,CI�NAGA,Quema de Veh�culos,Guerrilla,FARC,0
192294,1998,Norte de Santander,C?CUTA,Quema de Veh�culos,Guerrilla,FARC,0
192295,1998,Santander,PUERTO PARRA,Quema de Veh�culos,Guerrilla,No Identificada,0
192296,1998,Antioquia,ABEJORRAL,Sabotaje,Guerrilla,No Identificada,0
192297,1998,Antioquia,SANTA F� DE Antioquia,Sabotaje,Guerrilla,No Identificada,0
192298,1998,Antioquia,BURITIC?,Sabotaje,Guerrilla,FARC,0
192299,1998,Antioquia,GUADALUPE,Sabotaje,Guerrilla,No Identificada,0
192300,1998,Antioquia,Nariño,Sabotaje,Guerrilla,FARC,0
192301,1998,Antioquia,SAN ANDR�S DE CUERQU?A,Sabotaje,Guerrilla,No Identificada,0
192302,1998,Bolívar,ACH?,Sabotaje,Guerrilla,ELN,0
192303,1998,Bolívar,PINILLOS,Sabotaje,Guerrilla,ELN,0
192304,1998,Boyacá,MONGUA,Sabotaje,Guerrilla,No Identificada,0
192305,1998,Caldas,PENSILVANIA,Sabotaje,Guerrilla,FARC,0
192306,1998,Caquetá,SAN VICENTE DEL CAGU?N,Sabotaje,Guerrilla,FARC,0
192307,1998,Cauca,ARGELIA,Sabotaje,Guerrilla,FARC,0
192308,1998,Cauca,BUENOS AIRES,Sabotaje,Guerrilla,No Identificada,0
192309,1998,Cauca,CAJIB?O,Sabotaje,Guerrilla,No Identificada,0
192310,1998,Cauca,EL TAMBO,Sabotaje,Guerrilla,FARC,0
192311,1998,Cauca,SU?REZ,Sabotaje,Guerrilla,No Identificada,0
192312,1998,Cesar,AGUST?N CODAZZI,Sabotaje,Guerrilla,ELN,0
192313,1998,Cesar,GONZ?LEZ,Sabotaje,Guerrilla,No Identificada,0
192314,1998,Cesar,VALLEDUPAR,Sabotaje,Guerrilla,ELN,0
192315,1998,Cesar,VALLEDUPAR,Sabotaje,Guerrilla,ELN,0
192316,1998,Guaviare,CALAMAR,Sabotaje,Guerrilla,No Identificada,0
192317,1998,Magdalena,REMOLINO,Sabotaje,Guerrilla,FARC,0
192318,1998,Magdalena,REMOLINO,Sabotaje,Guerrilla,FARC,0
192319,1998,Magdalena,REMOLINO,Sabotaje,Guerrilla,FARC,0
192320,1998,Nariño,BARBACOAS,Sabotaje,Guerrilla,No Identificada,0
192321,1998,Nariño,RICAURTE,Sabotaje,Guerrilla,No Identificada,0
192322,1998,Norte de Santander,C?CUTA,Sabotaje,Guerrilla,No Identificada,0
192323,1998,Norte de Santander,HACAR?,Sabotaje,Guerrilla,No Identificada,0
192324,1998,Norte de Santander,LA PLAYA,Sabotaje,Guerrilla,No Identificada,0
192325,1998,Norte de Santander,LA PLAYA,Sabotaje,Guerrilla,No Identificada,0
192326,1998,Putumayo,SAN FRANCISCO,Sabotaje,Guerrilla,No Identificada,0
192327,1998,Santander,CAPITANEJO,Sabotaje,Guerrilla,No Identificada,0
192328,1998,Santander,CEPIT?,Sabotaje,Guerrilla,No Identificada,0
192329,1998,Santander,EL GUACAMAYO,Sabotaje,Guerrilla,No Identificada,0
192330,1998,Santander,GUADALUPE,Sabotaje,Guerrilla,No Identificada,0
192331,1998,Santander,LEBRIJA,Sabotaje,Guerrilla,No Identificada,0
192332,1998,Santander,SAN MIGUEL,Sabotaje,Guerrilla,No Identificada,0
192333,1998,Santander,SAN MIGUEL,Sabotaje,Guerrilla,No Identificada,0
192334,1998,Sucre,MORROA,Sabotaje,Guerrilla,No Identificada,0
192335,1998,Valle del Cauca,CALI,Sabotaje,Guerrilla,No Identificada,0
192336,1998,Bolívar,SAN JACINTO,Quema de Veh�culos,Guerrilla,FARC,0
192337,1998,Cesar,BECERRIL,Sabotaje,Guerrilla,FARC,0
192339,1998,Santander,BARRANCABERMEJA,Quema de Veh�culos,Guerrilla,ELN,0
192341,1998,Tolima,NATAGAIMA,Quema de Veh�culos,Guerrilla,FARC,0
192342,1998,Santander,BARRANCABERMEJA,Quema de Veh�culos,Guerrilla,ELN,0
192344,1998,Tolima,NATAGAIMA,Quema de Veh�culos,Guerrilla,FARC,0
192345,1998,Guaviare,CALAMAR,Sabotaje,Guerrilla,FARC,0
192346,1998,Antioquia,COCORN?,Quema de Veh�culos,Guerrilla,ELN,0
192347,1998,Meta,PUERTO GAIT?N,Ataque a Propiedad,Guerrilla,FARC,0
192350,1998,Santander,BUCARAMANGA,Ataque a Instituciones,Guerrilla,ELN,0
192351,1998,Cundinamarca,LA PE�A,Ataque a Propiedad,Guerrilla,FARC,0
192352,1998,Antioquia,SAN CARLOS,Sabotaje,Guerrilla,FARC,0
192353,1998,Antioquia,MEDELL?N,Ataque a Propiedad,Otro,,0
192354,1998,Arauca,Arauca,Sabotaje,Guerrilla,ELN,0
192355,1998,Valle del Cauca,FLORIDA,Ataque a Propiedad,Guerrilla,FARC,0
192356,1998,Antioquia,MARINILLA,Sabotaje,Guerrilla,FARC,0
192358,1998,Cesar,R?O DE ORO,Quema de Veh�culos,Guerrilla,ELN,0
192359,1998,Cesar,AGUACHICA,Quema de Veh�culos,Guerrilla,ELN,0
192360,1998,Antioquia,BETULIA,Quema de Veh�culos,Guerrilla,FARC,0
192361,1998,Antioquia,SAN LUIS,Quema de Veh�culos,Guerrilla,ELN,0
192362,1998,Caquetá,FLORENCIA,Quema de Veh�culos,Guerrilla,FARC,0
192363,1998,Caquetá,FLORENCIA,Quema de Veh�culos,Guerrilla,FARC,0
192364,1998,Antioquia,URRAO,Quema de Veh�culos,Guerrilla,FARC,0
192365,1998,Antioquia,SALGAR,Ataque a Propiedad,Guerrilla,FARC,0
192366,1998,Meta,PUERTO LLERAS,Acci�n B�lica,Guerrilla,FARC,0
192367,1998,Casanare,AGUAZUL,Sabotaje,Guerrilla,ELN,0
192368,1998,Arauca,Arauca,Quema de Veh�culos,Guerrilla,FARC,0
192369,1998,Santander,PUERTO WILCHES,Sabotaje,Guerrilla,FARC,0
192370,1998,Santander,PUERTO WILCHES,Ataque a Propiedad,Guerrilla,FARC,0
192371,1998,Caquetá,PUERTO RICO,Ataque a Instituciones,Guerrilla,FARC,1
192372,1998,Antioquia,BARBOSA,Ataque a Propiedad,Guerrilla,No Identificada,0
192374,1998,La Guajira,RIOHACHA,Ataque a Organizaciones,Guerrilla,ELN,0
192375,1998,La Guajira,RIOHACHA,Atentado,Guerrilla,ELN,0
192376,1998,Caquetá,VALPARA?SO,Ataque a Propiedad,Grupo Paramilitar,No Identificado,0
192377,1998,Antioquia,ANDES,Ataque a Propiedad,Guerrilla,ELN,0
192379,1998,Antioquia,SAN LUIS,Quema de Veh�culos,Guerrilla,FARC/ELN,0
192380,1998,Cesar,LA GLORIA,Quema de Veh�culos,Guerrilla,ELN,0
192381,1998,Antioquia,SAN LUIS,Quema de Veh�culos,Guerrilla,FARC,0
192382,1998,Magdalena,CHIVOLO,Ataque a Propiedad,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,0
192383,1998,Arauca,TAME,Ataque a Propiedad,Grupo Armado No Identificado,No aplica,0
192385,1998,Boyacá,SANTANA,Ataque a Propiedad,Desconocido,No aplica,0
192386,1998,Antioquia,MARINILLA,Sabotaje,Guerrilla,FARC,0
192387,1998,Boyacá,PAJARITO,Acci�n B�lica,Grupo Armado No Identificado,No aplica,0
192388,1998,Arauca,CRAVO NORTE,Acci�n B�lica,Guerrilla,FARC,0
192389,1998,Antioquia,AMALFI,Quema de Veh�culos,Guerrilla,ELN,0
192390,1998,Antioquia,G?MEZ PLATA,Quema de Veh�culos,Guerrilla,ELN,0
192391,1998,Casanare,YOPAL,Sabotaje,Guerrilla,ELN,0
192392,1998,Casanare,PAZ DE ARIPORO,Ataque a Propiedad,Guerrilla,FARC,0
192393,1998,Caquetá,SAN VICENTE DEL CAGU?N,Desconocida,Guerrilla,FARC,0
192394,1998,Antioquia,MEDELL?N,Ataque a Propiedad,Otro,,0
192396,1998,Norte de Santander,C?CUTA,Ataque a Propiedad,Desconocido,No aplica,0
192397,1998,Santander,BARRANCABERMEJA,Ataque a Instituciones,Guerrilla,FARC,0
192398,1998,Valle del Cauca,CALI,Ataque a Propiedad,Guerrilla,No Identificada,0
192399,1998,Antioquia,VALDIVIA,Quema de Veh�culos,Guerrilla,FARC,0
192400,1998,Valle del Cauca,BUENAVENTURA,Quema de Veh�culos,Guerrilla,FARC,0
192401,1998,Antioquia,VALDIVIA,Quema de Veh�culos,Guerrilla,FARC/ELN,0
192402,1998,Boyacá,TUNJA,Ataque a Instituciones,Guerrilla,FARC,0
192403,1998,Casanare,AGUAZUL,Ataque a Propiedad,Grupo Armado No Identificado,No aplica,0
192404,1998,Boyacá,DUITAMA,Ataque a Propiedad,Grupo Armado No Identificado,No aplica,0
192405,1998,"Bogotá D.C.","Bogotá D.C.",Ataque a Organizaciones,Grupo Armado No Identificado,No aplica,0
192406,1998,"Bogotá D.C.","Bogotá D.C.",Ataque a Organizaciones,Grupo Armado No Identificado,No aplica,0
192407,1998,Antioquia,URRAO,Ataque a Propiedad,Grupo Paramilitar,No Identificado,0
192408,1998,Bolívar,SAN JACINTO,Quema de Veh�culos,Guerrilla,FARC,0
192409,1998,Antioquia,MEDELL?N,Quema de Veh�culos,Guerrilla,ELN,0
192410,1998,Nariño,PASTO,Ataque a Propiedad,Guerrilla,FARC,0
192411,1998,La Guajira,RIOHACHA,Ataque a Propiedad,Guerrilla,No Identificada,0
192412,1998,Norte de Santander,RAGONVALIA,Acci�n B�lica,Guerrilla,ELN,0
192413,1998,Norte de Santander,RAGONVALIA,Acci�n B�lica,Guerrilla,ELN,0
192415,1998,Antioquia,URRAO,Quema de Veh�culos,Guerrilla,FARC,0
192416,1998,Bolívar,MONTECRISTO,Ataque a Propiedad,Grupo Paramilitar,No Identificado,0
192417,1998,Meta,VILLAVICENCIO,Quema de Veh�culos,Guerrilla,FARC,0
192418,1998,Huila,PITALITO,Quema de Veh�culos,Guerrilla,FARC,0
192420,1998,Antioquia,MARINILLA,Sabotaje,Guerrilla,FARC,0
192421,1998,Antioquia,BELLO,Sabotaje,Guerrilla,FARC,0
192422,1998,Santander,BARRANCABERMEJA,Quema de Veh�culos,Guerrilla,ELN,0
192423,1998,Santander,BARRANCABERMEJA,Quema de Veh�culos,Guerrilla,ELN,0
192424,1998,Santander,BARRANCABERMEJA,Quema de Veh�culos,Grupo Armado No Identificado,No aplica,0
192425,1998,Caquetá,FLORENCIA,Ataque a Propiedad,Grupo Armado No Identificado,No aplica,0
192427,1998,Córdoba,TIERRALTA,Sabotaje,Guerrilla,FARC,0
192428,1998,Santander,BARRANCABERMEJA,Quema de Veh�culos,Guerrilla,Disidencia EPL,0
192429,1998,Santander,BARRANCABERMEJA,Quema de Veh�culos,Guerrilla,Disidencia EPL,0
192430,1998,Caldas,RIOSUCIO,Acci�n B�lica,Guerrilla,FARC,0
192431,1998,Antioquia,GUATAP�,Quema de Veh�culos,Guerrilla,FARC,0
192432,1998,Cesar,AGUST?N CODAZZI,Ataque a Instituciones,Guerrilla,ELN,0
192433,1998,Arauca,SARAVENA,Sabotaje,Grupo Armado No Identificado,No aplica,0
192434,1998,Cauca,ARGELIA,Quema de Veh�culos,Guerrilla,ELN,0
192435,1998,Antioquia,GUATAP�,Quema de Veh�culos,Guerrilla,FARC,0
192436,1998,Antioquia,GUATAP�,Quema de Veh�culos,Guerrilla,FARC,0
192437,1998,"Bogotá D.C.","Bogotá D.C.",Quema de Veh�culos,Guerrilla,FARC,0
192438,1998,Santander,BARRANCABERMEJA,Quema de Veh�culos,Grupo Armado No Identificado,No aplica,0
192439,1998,Sucre,SAN ONOFRE,Quema de Veh�culos,Guerrilla,FARC,0
192440,1998,Antioquia,MEDELL?N,Quema de Veh�culos,Grupo Armado No Identificado,No aplica,0
192441,1998,Antioquia,GUATAP�,Quema de Veh�culos,Guerrilla,FARC,0
192442,1998,Antioquia,SAN RAFAEL,Quema de Veh�culos,Guerrilla,FARC,0
192443,1998,Cundinamarca,BELTR?N,Acci�n B�lica,Guerrilla,FARC,0
192444,1998,Cundinamarca,BELTR?N,Acci�n B�lica,Guerrilla,FARC,0
192445,1998,Bolívar,EL CARMEN DE Bolívar,Quema de Veh�culos,Guerrilla,FARC,0
192446,1998,Antioquia,LA UNI?N,Acci�n B�lica,Guerrilla,FARC/ELN,0
192447,1998,Bolívar,MORALES,Acci�n B�lica,Guerrilla,No Identificada,0
192448,1998,Antioquia,LA UNI?N,Acci�n B�lica,Guerrilla,FARC/ELN,0
192449,1998,Bolívar,MORALES,Acci�n B�lica,Guerrilla,No Identificada,0
192450,1998,Arauca,Arauca,Sabotaje,Grupo Armado No Identificado,No aplica,0
192451,1998,Antioquia,GUATAP�,Quema de Veh�culos,Guerrilla,FARC,0
192452,1998,"Bogotá D.C.","Bogotá D.C.",Ataque a Instituciones,Grupo Armado No Identificado,No aplica,0
192453,1998,Antioquia,SONS?N,Quema de Veh�culos,Guerrilla,FARC/ELN,0
192454,1998,Caldas,MANIZALES,Ataque a Organizaciones,Grupo Armado No Identificado,No aplica,0
192456,1998,Tolima,PURIFICACI?N,Sabotaje,Guerrilla,FARC,0
192457,1998,Santander,LAND?ZURI,Acci�n B�lica,Guerrilla,ELN,0
192458,1998,Santander,LAND?ZURI,Acci�n B�lica,Guerrilla,ELN,0
192459,1998,Caquetá,PUERTO RICO,Ataque a Instituciones,Guerrilla,FARC,0
192460,1998,Cesar,LA JAGUA DE IBIRICO,Ataque a Instituciones,Guerrilla,ELN,0
192461,1998,Huila,GIGANTE,Ataque a Instituciones,Guerrilla,FARC,0
192462,1998,Antioquia,MEDELL?N,Ataque a Propiedad,Grupo Armado No Identificado,No aplica,0
192463,1998,Arauca,ARAUQUITA,Sabotaje,Guerrilla,ELN,0
192464,1998,Caquetá,SAN VICENTE DEL CAGU?N,Ataque a Instituciones,Guerrilla,FARC,0
192465,1998,Valle del Cauca,CALI,Sabotaje,Desconocido,No aplica,0
192467,1998,Antioquia,MUTAT?,Acci�n B�lica,Agente del Estado,Ej�rcito Nacional,0
192468,1998,Antioquia,MURIND?,Ataque a Propiedad,Grupo Paramilitar,No Identificado,0
192469,1998,Cesar,VALLEDUPAR,Quema de Veh�culos,Guerrilla,FARC,0
192470,1998,Norte de Santander,TIB?,Sabotaje,Guerrilla,ELN,0
192471,1998,Nariño,PASTO,Ataque a Propiedad,Guerrilla,FARC,0
192472,1998,Cesar,VALLEDUPAR,Quema de Veh�culos,Guerrilla,FARC,0
192473,1998,Santander,BARRANCABERMEJA,Quema de Veh�culos,Guerrilla,ELN,0
192474,1998,Santander,BARRANCABERMEJA,Quema de Veh�culos,Guerrilla,ELN,0
192475,1998,Caldas,NEIRA,Sabotaje,Grupo Armado No Identificado,No aplica,0
192476,1998,Caquetá,FLORENCIA,Sabotaje,Guerrilla,FARC,0
