id,ano,dept,municipio,presuntoRes,desPresuntoRes,num
35039,2005,Cauca,CALDONO,Guerrilla,FARC,0
35040,2005,Chocó,SIP?,Guerrilla,FARC/ELN,10
35041,2005,Chocó,SIP?,Guerrilla,FARC/ELN,10
35043,2006,Caldas,MARULANDA,Guerrilla,FARC,4
35045,2007,Tolima,IBAGU�,Guerrilla,FARC,4
35046,2010,Huila,TERUEL,Guerrilla,FARC,0
35048,2012,Nariño,FRANCISCO PIZARRO,Guerrilla,FARC,14
35049,2012,Cauca,TIMBIQU?,Guerrilla,FARC,0
35050,2012,Cauca,TORIB?O,Agente del Estado,Ej�rcito Nacional,0
35051,2012,Cauca,ARGELIA,Guerrilla,FARC,0
35052,2012,Cauca,BALBOA,Agente del Estado,Polic�a Nacional,0
35053,2013,Cauca,ARGELIA,Guerrilla,ELN,0
35054,2013,Cauca,CALOTO,Guerrilla,FARC,2
35055,2013,Chocó,QUIBD?,Guerrilla,FARC,0
35056,2012,Cauca,ARGELIA,Guerrilla,FARC,0
35057,2014,Norte de Santander,SAN CALIXTO,Guerrilla,No Identificada,0
87502,2002,Caquetá,MIL?N,Guerrilla,FARC,4
395195,2000,Tolima,RONCESVALLES,Guerrilla,FARC,0
395353,2002,Nariño,CUMBAL,Guerrilla,FARC,5
396324,0,Bolívar,MORALES,Guerrilla,ELN,2
396405,1973,Antioquia,SAN PEDRO DE URAB?,Guerrilla,FARC,5
396438,1975,Caquetá,PUERTO RICO,Guerrilla,FARC,2
396440,1975,Antioquia,MUTAT?,Guerrilla,FARC,3
396452,1977,Meta,LA MACARENA,Guerrilla,FARC,2
396531,1986,Antioquia,BELMIRA,Desconocido,No aplica,3
396556,1987,Antioquia,ITUANGO,Guerrilla,EPL,0
396559,1987,Sucre,GUARANDA,Guerrilla,EPL,9
396603,1989,Chocó,LLOR?,Guerrilla,ELN,1
396606,1989,Antioquia,SAN ANDR�S DE CUERQU?A,Guerrilla,FARC/EPL,0
396648,1990,Caldas,CHINCHIN?,Grupo Armado No Identificado,No aplica,1
396657,1991,Antioquia,URAMITA,Guerrilla,FARC,2
396681,1992,Sucre,CAIMITO,Guerrilla,ELN,2
396741,1994,Caquetá,CARTAGENA DEL CHAIR?,Guerrilla,FARC,5
396742,1994,Huila,SALADOBLANCO,Guerrilla,FARC,0
396768,1995,Boyacá,G?MEZA,Guerrilla,FARC,1
396773,1996,Cauca,P?EZ,Guerrilla,FARC,2
396850,1998,Guaviare,EL RETORNO,Guerrilla,FARC,2
396859,1998,Nariño,ALB?N,Guerrilla,FARC,3
396881,1999,Boyacá,EL ESPINO,Guerrilla,FARC,15
396895,1999,Valle del Cauca,CAICEDONIA,Guerrilla,FARC,1
396898,1999,Nariño,ALB?N,Guerrilla,FARC,4
396919,1999,Cauca,Bolívar,Guerrilla,ELN,0
396924,1999,Antioquia,SAN LUIS,Guerrilla,FARC,11
396933,2000,Nariño,POTOS?,Guerrilla,FARC,1
396977,2000,Cauca,P?EZ,Guerrilla,FARC,0
396980,2000,Huila,ALGECIRAS,Guerrilla,FARC,2
396991,2000,Nariño,SAN PABLO,Guerrilla,FARC,2
396998,2000,Norte de Santander,LABATECA,Guerrilla,FARC,5
397003,2000,Valle del Cauca,PALMIRA,Guerrilla,FARC,3
397004,2000,Valle del Cauca,PALMIRA,Guerrilla,"Disidencia M-19 ""Jaime Bateman Cay�n""",0
397006,2000,Cauca,MIRANDA,Guerrilla,FARC,2
397010,2000,Cauca,CALOTO,Guerrilla,FARC,0
397011,2000,Cauca,TIMB?O,Guerrilla,FARC,0
397025,2000,Chocó,BAGAD?,Guerrilla,ERG,5
397027,2000,Arauca,TAME,Guerrilla,FARC,0
397038,2000,Nariño,SAMANIEGO,Guerrilla,ELN,0
397039,2000,Nariño,ANCUY?,Guerrilla,ELN,0
397048,2000,Huila,VILLAVIEJA,Guerrilla,FARC,1
397079,2001,Tolima,SAN ANTONIO,Guerrilla,FARC,2
397092,2001,Tolima,ATACO,Guerrilla,FARC,2
397096,2001,Antioquia,TARAZ?,Grupo Paramilitar,Autodefensas Unidas de Colombia AUC,20
397116,2001,Nariño,LA CRUZ,Guerrilla,FARC,0
397120,2001,Cundinamarca,ARBEL?EZ,Guerrilla,FARC,2
397122,2001,Cauca,Bolívar,Guerrilla,FARC,0
397147,2001,Tolima,IBAGU�,Guerrilla,FARC,3
397206,2002,Santander,SURAT?,Guerrilla,FARC,0
397210,2002,Cauca,TORIB?O,Guerrilla,FARC,1
397216,2002,Tolima,DOLORES,Guerrilla,FARC,14
397226,2002,Cauca,EL TAMBO,Guerrilla,FARC,0
397227,2002,Nariño,LOS ANDES,Agente del Estado,Ej�rcito Nacional,1
397293,2003,Cauca,SILVIA,Guerrilla,FARC,0
397313,2003,Nariño,SAMANIEGO,Guerrilla,FARC,2
397399,2004,Norte de Santander,SAN CALIXTO,Guerrilla,FARC,0
397452,2006,Nariño,LA LLANADA,Guerrilla,ELN,6
397657,2010,Cauca,EL TAMBO,Guerrilla,FARC/ELN,0
397679,2011,Cauca,CALDONO,Guerrilla,FARC,0
397696,2012,Cauca,EL TAMBO,Guerrilla,FARC,0
397827,2012,Cauca,SU?REZ,Guerrilla,FARC,0
422139,2006,Tolima,CASABIANCA,Guerrilla,FARC,0
511226,1973,Santander,FLORI?N,Guerrilla,FARC,0
532353,1974,Huila,ALGECIRAS,Guerrilla,FARC,0
532359,1975,Bolívar,MORALES,Guerrilla,ELN,2
532468,1977,Antioquia,FRONTINO,Guerrilla,FARC,0
